race_id,numeric_race_id,date,course,race_number,race_name,target_surface,target_distance,turn,weather,track_condition,frame_number,horse_number,horse_name,horse_url,horse_id,sex,age,weight_carried,jockey,odds,popularity,numeric_race_id_race,date_race,race_name_race,turn_race,weather_race,track_condition_race,history_count,history_confidence,layoff_days,layoff_penalty,last_finish,last3_avg_finish,avg_finish,corner4_count,last3_avg_corner4,avg_corner4,front_rate,running_style,style_confidence,style_source,same_distance_count,same_distance_avg_finish,same_surface_count,same_surface_avg_finish,distance_score,history_score,corner4_restored_flag,used_history_date_col,grade_points_last3_raw,grade_points_last3,stayer_grade_points_last3_raw,stayer_grade_points_last3,grade_distance_style_points_last3_raw,grade_distance_style_points_last3,style_distance_fit_weight,grade_sample_confidence,gate,field_size,gate_risk_score,inside_traffic_risk,style_disadvantage_score,nige_count,senkou_count,sashi_count,oikomi_count,pace_pressure,pace_pressure_rate,pace_collapse_risk_v2,win5_leg,race_label
2026-07-25-01-06,202604020106,2026-07-25,新潟,6,豊栄特別,芝,1600,左,unknown,良,0,1,ガリレア,https://db.netkeiba.com/horse/2023100681/,2023100681,牡,3,55.0,石橋脩,,,202604020106,2026-07-25,豊栄特別,左,unknown,良,8,1.0,27.0,0.0,5.0,8.666666666666666,6.0,8,6.0,3.375,0.75,先行,1.0,corner4_last3,8,6.0,8,6.0,0.65,0.722037,1,history_date,0.16,0.147856,0.0,0.0,0.152,0.141012,0.95,1.0,0,18,0.4070175438596491,0.2,0.0,3,7,6,2,9.2,0.5111111111111111,0.3288888888888889,1,2026-07-25-01-06
2026-07-25-01-06,202604020106,2026-07-25,新潟,6,豊栄特別,芝,1600,左,unknown,良,0,2,ギフテッド,https://db.netkeiba.com/horse/2022102920/,2022102920,牝,4,56.0,今村,,,202604020106,2026-07-25,豊栄特別,左,unknown,良,8,1.0,35.0,0.0,9.0,5.666666666666667,6.0,8,7.0,7.125,0.125,差し,1.0,corner4_last3,8,6.0,8,6.0,0.65,0.744815,1,history_date,0.063,0.061057,0.0,0.0,0.05355,0.052141,0.85,1.0,0,18,0.5017543859649123,0.8,0.2,3,7,6,2,9.2,0.5111111111111111,0.3288888888888889,1,2026-07-25-01-06
2026-07-25-01-06,202604020106,2026-07-25,新潟,6,豊栄特別,芝,1600,左,unknown,良,0,3,ケイケイ,https://db.netkeiba.com/horse/2021103799/,2021103799,セ,5,58.0,木幡巧,,,202604020106,2026-07-25,豊栄特別,左,unknown,良,26,1.0,56.0,0.02,9.0,8.0,6.230769230769231,26,6.0,6.8076923076923075,0.3076923076923077,先行,1.0,corner4_last3,26,6.230769230769231,26,6.230769230769231,0.643077,0.662863,1,history_date,0.01836,0.018192,0.0,0.0,0.017442,0.017291,0.95,1.0,0,18,0.42105263157894735,0.2,0.0,3,7,6,2,9.2,0.5111111111111111,0.3288888888888889,1,2026-07-25-01-06
2026-07-25-01-06,202604020106,2026-07-25,新潟,6,豊栄特別,芝,1600,左,unknown,良,0,4,コルドンブルー,https://db.netkeiba.com/horse/2022106619/,2022106619,牝,4,56.0,岩田望,,,202604020106,2026-07-25,豊栄特別,左,unknown,良,7,1.0,70.0,0.02,1.0,2.3333333333333335,2.142857142857143,7,9.0,9.428571428571429,0.0,差し,1.0,corner4_last3,7,2.142857142857143,7,2.142857142857143,0.765714,0.940106,1,history_date,0.14022,0.130833,0.0,0.0,0.119187,0.112358,0.85,1.0,0,18,0.6350877192982456,0.8,0.2,3,7,6,2,9.2,0.5111111111111111,0.3288888888888889,1,2026-07-25-01-06
2026-07-25-01-06,202604020106,2026-07-25,新潟,6,豊栄特別,芝,1600,左,unknown,良,0,5,コンフェルマ,https://db.netkeiba.com/horse/2021105970/,2021105970,セ,5,58.0,小牧加,,,202604020106,2026-07-25,豊栄特別,左,unknown,良,7,1.0,63.0,0.02,7.0,9.333333333333334,5.142857142857143,7,8.333333333333334,5.285714285714286,0.42857142857142855,差し,1.0,corner4_last3,1,12.0,6,4.833333333333333,0.397667,0.660661,1,history_date,0.0,0.0,0.0,0.0,0.0,0.0,0.85,1.0,0,18,0.4666666666666667,0.8,0.2,3,7,6,2,9.2,0.5111111111111111,0.3288888888888889,1,2026-07-25-01-06
2026-07-25-01-06,202604020106,2026-07-25,新潟,6,豊栄特別,芝,1600,左,unknown,良,0,6,ゴールドスター,https://db.netkeiba.com/horse/2021103561/,2021103561,牡,5,58.0,横山和,,,202604020106,2026-07-25,豊栄特別,左,unknown,良,18,1.0,49.0,0.02,16.0,10.0,5.555555555555555,18,13.333333333333334,6.777777777777778,0.3333333333333333,追込,1.0,corner4_last3,5,9.8,16,5.9375,0.574625,0.51642,1,history_date,0.0,0.0,0.0,0.0,0.0,0.0,0.7,1.0,0,18,0.6105263157894738,0.8,0.35,3,7,6,2,9.2,0.5111111111111111,0.3288888888888889,1,2026-07-25-01-06
2026-07-25-01-06,202604020106,2026-07-25,新潟,6,豊栄特別,芝,1600,左,unknown,良,0,7,シャンソンドール,https://db.netkeiba.com/horse/2022105038/,2022105038,牝,4,56.0,レーン,,,202604020106,2026-07-25,豊栄特別,左,unknown,良,6,1.0,70.0,0.02,2.0,2.0,1.8333333333333333,6,1.6666666666666667,3.5,0.8333333333333334,逃げ,1.0,corner4_last3,2,1.5,6,1.8333333333333333,0.673667,0.936296,1,history_date,0.18288,0.167132,0.0,0.0,0.169427,0.155851,0.95,1.0,0,18,0.4105263157894737,0.2,0.0,3,7,6,2,9.2,0.5111111111111111,0.3288888888888889,1,2026-07-25-01-06
2026-07-25-01-06,202604020106,2026-07-25,新潟,6,豊栄特別,芝,1600,左,unknown,良,0,8,ジーネキング,https://db.netkeiba.com/horse/2023104885/,2023104885,牡,3,55.0,菊沢,,,202604020106,2026-07-25,豊栄特別,左,unknown,良,10,1.0,27.0,0.0,7.0,7.666666666666667,6.5,10,6.333333333333333,2.9,0.7,先行,1.0,corner4_last3,8,5.375,10,6.5,0.6575,0.718148,1,history_date,0.252,0.222755,0.0,0.0,0.2394,0.2129,0.95,1.0,0,18,0.43859649122807015,0.2,0.0,3,7,6,2,9.2,0.5111111111111111,0.3288888888888889,1,2026-07-25-01-06
2026-07-25-01-06,202604020106,2026-07-25,新潟,6,豊栄特別,芝,1600,左,unknown,良,0,9,ソニックライン,https://db.netkeiba.com/horse/2021105871/,2021105871,セ,5,58.0,ゴンサルベ,,,202604020106,2026-07-25,豊栄特別,左,unknown,良,19,1.0,48.0,0.0,1.0,2.3333333333333335,4.2631578947368425,19,4.666666666666667,6.2105263157894735,0.47368421052631576,先行,1.0,corner4_last3,19,4.2631578947368425,10,3.4,0.710737,0.950682,1,history_date,0.14022,0.130833,0.0,0.0,0.133209,0.124718,0.95,1.0,0,18,0.4982456140350877,0.2,0.0,3,7,6,2,9.2,0.5111111111111111,0.3288888888888889,1,2026-07-25-01-06
2026-07-25-01-06,202604020106,2026-07-25,新潟,6,豊栄特別,芝,1600,左,unknown,良,0,10,ドリームクルーズ,https://db.netkeiba.com/horse/2021104899/,2021104899,牝,5,56.0,吉田豊,,,202604020106,2026-07-25,豊栄特別,左,unknown,良,22,1.0,62.0,0.02,8.0,10.666666666666666,6.818181818181818,22,1.3333333333333333,4.454545454545454,0.5909090909090909,逃げ,1.0,corner4_last3,22,6.818181818181818,19,6.2105263157894735,0.631531,0.604512,1,history_date,0.0,0.0,0.0,0.0,0.0,0.0,0.95,1.0,0,18,0.21754385964912282,0.2,0.0,3,7,6,2,9.2,0.5111111111111111,0.3288888888888889,1,2026-07-25-01-06
