race_id,numeric_race_id,date,course,race_number,race_name,horse_number,horse_name,horse_url,horse_id,sex,age,weight_carried_today,jockey_today,odds_today,popularity_today,history_index,history_date,history_place,history_race_name,history_class,history_frame_number,history_horse_number,history_distance_text,history_surface,history_distance,history_course_condition,history_finish,history_popularity,history_odds,history_last3f,history_margin,history_weight,history_passing,history_time,history_jockey,history_horse_weight,history_weather,corner1,corner2,corner3,corner4
2026-07-25-01-06,202604020106,2026-07-25,新潟,6,豊栄特別,2,ギフテッド,https://db.netkeiba.com/horse/2022102920/,2022102920,牝,4,56.0,今村,,,2,2025/08/23,3新潟1,3歳以上1勝クラス,,8,11,芝1600,芝,1600,良,1.0,2,4.5,33.2,0.0,51,5-5,1:33.0,今村聖奈,454(+4),晴,5.0,5.0,,5.0
2026-07-25-01-06,202604020106,2026-07-25,新潟,6,豊栄特別,2,ギフテッド,https://db.netkeiba.com/horse/2022102920/,2022102920,牝,4,56.0,今村,,,3,2025/06/22,3東京6,3歳以上1勝クラス,,7,13,芝1600,芝,1600,良,2.0,11,47.3,35.5,0.1,51,5-5,1:34.0,今村聖奈,450(+8),晴,5.0,5.0,,5.0
2026-07-25-01-06,202604020106,2026-07-25,新潟,6,豊栄特別,2,ギフテッド,https://db.netkeiba.com/horse/2022102920/,2022102920,牝,4,56.0,今村,,,4,2025/04/19,3中山7,3歳1勝クラス,,8,8,芝1800,芝,1800,良,7.0,6,45.2,33.9,0.9,55,3-3-3-7,1:46.9,菅原明良,442(-10),晴,3.0,3.0,3.0,7.0
2026-07-25-01-06,202604020106,2026-07-25,新潟,6,豊栄特別,2,ギフテッド,https://db.netkeiba.com/horse/2022102920/,2022102920,牝,4,56.0,今村,,,5,2025/02/15,1東京5,デイリー杯クイーンC(GIII),,8,14,芝1600,芝,1600,良,13.0,13,233.5,36.9,2.8,55,4-7,1:35.0,岩田康誠,452(-6),晴,4.0,7.0,,7.0
2026-07-25-01-06,202604020106,2026-07-25,新潟,6,豊栄特別,2,ギフテッド,https://db.netkeiba.com/horse/2022102920/,2022102920,牝,4,56.0,今村,,,6,2025/01/05,1中山1,ジュニアC(L),,2,2,芝1600,芝,1600,良,8.0,7,28.3,34.3,1.1,55,14-14-14,1:34.6,菅原明良,458(0),曇,14.0,14.0,14.0,14.0
2026-07-25-01-06,202604020106,2026-07-25,新潟,6,豊栄特別,2,ギフテッド,https://db.netkeiba.com/horse/2022102920/,2022102920,牝,4,56.0,今村,,,7,2024/12/07,5中山3,2歳新馬,,6,11,芝1600,芝,1600,良,1.0,2,4.4,34.8,-0.2,55,3-2-3,1:36.7,菅原明良,458(0),晴,3.0,2.0,3.0,3.0
2026-07-25-01-06,202604020106,2026-07-25,新潟,6,豊栄特別,3,ケイケイ,https://db.netkeiba.com/horse/2021103799/,2021103799,セ,5,58.0,木幡巧,,,0,2026/05/30,2東京11,葉山特別(2勝クラス),,7,9,芝1600,芝,1600,良,9.0,9,103.5,33.9,1.4,58,7-7,1:33.8,木幡巧也,478(-4),晴,7.0,7.0,,7.0
2026-07-25-01-06,202604020106,2026-07-25,新潟,6,豊栄特別,3,ケイケイ,https://db.netkeiba.com/horse/2021103799/,2021103799,セ,5,58.0,木幡巧,,,1,2026/05/17,2東京8,テレ玉杯(2勝クラス),,2,2,芝1600,芝,1600,良,5.0,9,46.6,33.2,0.5,58,5-5,1:33.3,木幡巧也,482(+2),晴,5.0,5.0,,5.0
2026-07-25-01-06,202604020106,2026-07-25,新潟,6,豊栄特別,3,ケイケイ,https://db.netkeiba.com/horse/2021103799/,2021103799,セ,5,58.0,木幡巧,,,2,2026/04/05,3中山4,4歳以上2勝クラス,,7,10,芝1600,芝,1600,稍,10.0,6,24.0,35.7,1.5,58,4-7-6,1:36.1,木幡巧也,480(-10),曇,4.0,7.0,6.0,6.0
2026-07-25-01-06,202604020106,2026-07-25,新潟,6,豊栄特別,3,ケイケイ,https://db.netkeiba.com/horse/2021103799/,2021103799,セ,5,58.0,木幡巧,,,3,2026/02/15,1東京6,4歳以上2勝クラス,,5,8,芝1600,芝,1600,良,10.0,10,48.2,34.3,0.8,58,10-9,1:33.4,大野拓弥,490(+4),晴,10.0,9.0,,9.0
2026-07-25-01-06,202604020106,2026-07-25,新潟,6,豊栄特別,3,ケイケイ,https://db.netkeiba.com/horse/2021103799/,2021103799,セ,5,58.0,木幡巧,,,4,2026/01/25,1中山9,4歳以上2勝クラス,,8,10,芝1600,芝,1600,良,5.0,7,37.9,35.2,0.6,58,2-2-2,1:34.2,大野拓弥,486(+4),晴,2.0,2.0,2.0,2.0
2026-07-25-01-06,202604020106,2026-07-25,新潟,6,豊栄特別,3,ケイケイ,https://db.netkeiba.com/horse/2021103799/,2021103799,セ,5,58.0,木幡巧,,,5,2025/12/21,5中山6,3歳以上2勝クラス,,6,11,芝1600,芝,1600,重,7.0,8,20.7,35.3,0.7,58,13-13-12,1:35.2,木幡巧也,482(0),雨,13.0,13.0,12.0,12.0
2026-07-25-01-06,202604020106,2026-07-25,新潟,6,豊栄特別,3,ケイケイ,https://db.netkeiba.com/horse/2021103799/,2021103799,セ,5,58.0,木幡巧,,,6,2025/11/29,5東京7,3歳以上2勝クラス,,8,9,芝1600,芝,1600,良,3.0,6,88.2,34.1,0.5,58,5-4,1:34.3,木幡巧也,482(+2),晴,5.0,4.0,,4.0
2026-07-25-01-06,202604020106,2026-07-25,新潟,6,豊栄特別,3,ケイケイ,https://db.netkeiba.com/horse/2021103799/,2021103799,セ,5,58.0,木幡巧,,,7,2025/11/15,5東京3,3歳以上2勝クラス,,5,7,芝1600,芝,1600,良,7.0,11,92.1,33.7,0.8,58,7-7,1:34.2,木幡巧也,480(+10),晴,7.0,7.0,,7.0
2026-07-25-01-06,202604020106,2026-07-25,新潟,6,豊栄特別,3,ケイケイ,https://db.netkeiba.com/horse/2021103799/,2021103799,セ,5,58.0,木幡巧,,,8,2025/09/21,4中山7,木更津特別(2勝クラス),,5,5,芝1600,芝,1600,良,5.0,8,57.1,35.1,0.5,58,2-4-4,1:32.5,大野拓弥,470(0),曇,2.0,4.0,4.0,4.0
2026-07-25-01-06,202604020106,2026-07-25,新潟,6,豊栄特別,3,ケイケイ,https://db.netkeiba.com/horse/2021103799/,2021103799,セ,5,58.0,木幡巧,,,9,2025/05/31,2東京11,葉山特別(2勝クラス),,8,15,芝1600,芝,1600,重,13.0,12,50.5,37.1,1.7,58,4-4,1:37.6,大野拓弥,470(+2),小雨,4.0,4.0,,4.0
2026-07-25-01-06,202604020106,2026-07-25,新潟,6,豊栄特別,3,ケイケイ,https://db.netkeiba.com/horse/2021103799/,2021103799,セ,5,58.0,木幡巧,,,10,2025/03/23,2中山8,鎌ケ谷特別(2勝クラス),,6,7,芝1600,芝,1600,良,3.0,7,39.6,35.5,0.6,58,6-6-5,1:33.7,木幡巧也,468(-8),晴,6.0,6.0,5.0,5.0
2026-07-25-01-06,202604020106,2026-07-25,新潟,6,豊栄特別,3,ケイケイ,https://db.netkeiba.com/horse/2021103799/,2021103799,セ,5,58.0,木幡巧,,,11,2025/03/09,2中山4,4歳以上2勝クラス,,7,13,芝1600,芝,1600,稍,9.0,9,24.1,36.0,1.0,58,16-15-13,1:35.2,大野拓弥,476(0),晴,16.0,15.0,13.0,13.0
2026-07-25-01-06,202604020106,2026-07-25,新潟,6,豊栄特別,3,ケイケイ,https://db.netkeiba.com/horse/2021103799/,2021103799,セ,5,58.0,木幡巧,,,12,2025/02/16,1東京6,4歳以上2勝クラス,,3,3,芝1600,芝,1600,良,4.0,7,24.2,34.1,0.5,58,5-5,1:34.4,大野拓弥,476(0),晴,5.0,5.0,,5.0
2026-07-25-01-06,202604020106,2026-07-25,新潟,6,豊栄特別,3,ケイケイ,https://db.netkeiba.com/horse/2021103799/,2021103799,セ,5,58.0,木幡巧,,,13,2025/01/19,1中山7,4歳以上2勝クラス,,6,10,芝1800,芝,1800,良,9.0,11,32.6,34.8,0.8,57,12-11-8-7,1:49.1,大野拓弥,476(+8),曇,12.0,11.0,8.0,7.0
2026-07-25-01-06,202604020106,2026-07-25,新潟,6,豊栄特別,3,ケイケイ,https://db.netkeiba.com/horse/2021103799/,2021103799,セ,5,58.0,木幡巧,,,14,2024/12/22,5中山8,オルフェーヴルC(2勝クラス),,1,2,芝1600,芝,1600,良,8.0,5,11.9,35.3,0.6,57,10-11-12,1:34.0,松山弘平,468(-8),晴,10.0,11.0,12.0,12.0
2026-07-25-01-06,202604020106,2026-07-25,新潟,6,豊栄特別,3,ケイケイ,https://db.netkeiba.com/horse/2021103799/,2021103799,セ,5,58.0,木幡巧,,,15,2024/12/08,5中山4,3歳以上2勝クラス,,6,12,芝1600,芝,1600,良,3.0,7,25.6,35.2,0.2,57,10-9-11,1:33.9,大野拓弥,476(+18),晴,10.0,9.0,11.0,11.0
2026-07-25-01-06,202604020106,2026-07-25,新潟,6,豊栄特別,3,ケイケイ,https://db.netkeiba.com/horse/2021103799/,2021103799,セ,5,58.0,木幡巧,,,16,2024/09/22,4中山7,木更津特別(2勝クラス),,8,12,芝1600,芝,1600,良,8.0,8,61.3,34.5,1.5,56,12-12-11,1:33.9,大野拓弥,458(+2),曇,12.0,12.0,11.0,11.0
2026-07-25-01-06,202604020106,2026-07-25,新潟,6,豊栄特別,3,ケイケイ,https://db.netkeiba.com/horse/2021103799/,2021103799,セ,5,58.0,木幡巧,,,17,2024/04/13,2阪神7,アーリントンC(GIII),,7,14,芝1600,芝,1600,良,11.0,10,71.9,33.7,1.2,57,5-5,1:35.3,岩田康誠,456(-8),晴,5.0,5.0,,5.0
2026-07-25-01-06,202604020106,2026-07-25,新潟,6,豊栄特別,3,ケイケイ,https://db.netkeiba.com/horse/2021103799/,2021103799,セ,5,58.0,木幡巧,,,18,2024/03/31,3中山4,3歳1勝クラス,,4,4,芝1600,芝,1600,良,1.0,7,16.9,34.3,-0.1,57,8-8-5,1:33.7,大野拓弥,464(+4),晴,8.0,8.0,5.0,5.0
2026-07-25-01-06,202604020106,2026-07-25,新潟,6,豊栄特別,3,ケイケイ,https://db.netkeiba.com/horse/2021103799/,2021103799,セ,5,58.0,木幡巧,,,19,2024/03/09,1中京1,3歳未勝利,,2,3,芝1600,芝,1600,良,1.0,2,4.6,35.1,0.0,57,4-2-3,1:35.3,吉田隼人,460(-4),晴,4.0,2.0,3.0,3.0
2026-07-25-01-06,202604020106,2026-07-25,新潟,6,豊栄特別,3,ケイケイ,https://db.netkeiba.com/horse/2021103799/,2021103799,セ,5,58.0,木幡巧,,,20,2024/01/14,1中山5,3歳未勝利,,1,1,芝1600,芝,1600,稍,8.0,3,6.5,35.3,1.2,57,8-9-13,1:34.9,木幡巧也,464(+2),晴,8.0,9.0,13.0,13.0
2026-07-25-01-06,202604020106,2026-07-25,新潟,6,豊栄特別,3,ケイケイ,https://db.netkeiba.com/horse/2021103799/,2021103799,セ,5,58.0,木幡巧,,,21,2023/12/23,5中山7,2歳未勝利,,5,9,芝1600,芝,1600,良,2.0,4,6.6,35.5,0.1,56,5-4-3,1:34.5,木幡巧也,462(+2),晴,5.0,4.0,3.0,3.0
2026-07-25-01-06,202604020106,2026-07-25,新潟,6,豊栄特別,3,ケイケイ,https://db.netkeiba.com/horse/2021103799/,2021103799,セ,5,58.0,木幡巧,,,22,2023/12/02,5中山1,2歳未勝利,,4,8,芝1600,芝,1600,良,5.0,8,66.0,34.5,0.5,56,7-8-8,1:34.0,大野拓弥,460(+2),晴,7.0,8.0,8.0,8.0
2026-07-25-01-06,202604020106,2026-07-25,新潟,6,豊栄特別,3,ケイケイ,https://db.netkeiba.com/horse/2021103799/,2021103799,セ,5,58.0,木幡巧,,,23,2023/11/11,5東京3,2歳未勝利,,4,4,芝1600,芝,1600,良,2.0,6,61.6,34.1,0.7,56,2-2,1:35.5,木幡巧也,458(+6),曇,2.0,2.0,,2.0
2026-07-25-01-06,202604020106,2026-07-25,新潟,6,豊栄特別,3,ケイケイ,https://db.netkeiba.com/horse/2021103799/,2021103799,セ,5,58.0,木幡巧,,,24,2023/10/21,4東京6,2歳未勝利,,2,2,芝1400,芝,1400,良,5.0,9,179.2,34.0,0.9,56,10-10,1:23.5,大野拓弥,452(-2),晴,10.0,10.0,,10.0
2026-07-25-01-06,202604020106,2026-07-25,新潟,6,豊栄特別,3,ケイケイ,https://db.netkeiba.com/horse/2021103799/,2021103799,セ,5,58.0,木幡巧,,,25,2023/10/09,4東京3,2歳新馬,,4,4,芝1600,芝,1600,稍,9.0,11,168.1,35.4,1.5,56,5-4,1:38.4,大野拓弥,454(0),雨,5.0,4.0,,4.0
2026-07-25-01-06,202604020106,2026-07-25,新潟,6,豊栄特別,4,コルドンブルー,https://db.netkeiba.com/horse/2022106619/,2022106619,牝,4,56.0,岩田望,,,0,2026/05/16,3京都7,4歳以上1勝クラス,,6,6,芝1600,芝,1600,良,1.0,2,3.3,33.2,0.0,56,7-5,1:33.3,岩田望来,446(+8),晴,7.0,5.0,,5.0
2026-07-25-01-06,202604020106,2026-07-25,新潟,6,豊栄特別,4,コルドンブルー,https://db.netkeiba.com/horse/2022106619/,2022106619,牝,4,56.0,岩田望,,,1,2026/04/25,3京都1,4歳以上1勝クラス,,3,6,芝1400,芝,1400,良,3.0,1,3.4,33.3,0.5,56,13-13,1:20.7,岩田望来,438(0),晴,13.0,13.0,,13.0
2026-07-25-01-06,202604020106,2026-07-25,新潟,6,豊栄特別,4,コルドンブルー,https://db.netkeiba.com/horse/2022106619/,2022106619,牝,4,56.0,岩田望,,,2,2026/03/29,2阪神2,4歳以上1勝クラス,,1,1,芝1400,芝,1400,良,3.0,2,3.9,33.8,0.3,56,9-9,1:20.5,岩田望来,438(+4),晴,9.0,9.0,,9.0
2026-07-25-01-06,202604020106,2026-07-25,新潟,6,豊栄特別,4,コルドンブルー,https://db.netkeiba.com/horse/2022106619/,2022106619,牝,4,56.0,岩田望,,,3,2025/01/18,1中京6,紅梅S(L),,8,11,芝1400,芝,1400,良,3.0,5,9.7,34.4,0.6,55,12-12,1:21.7,鮫島克駿,434(-4),晴,12.0,12.0,,12.0
2026-07-25-01-06,202604020106,2026-07-25,新潟,6,豊栄特別,4,コルドンブルー,https://db.netkeiba.com/horse/2022106619/,2022106619,牝,4,56.0,岩田望,,,4,2024/12/14,4中京5,2歳未勝利,,6,12,芝1400,芝,1400,良,1.0,1,2.2,35.1,-0.3,55,8-8,1:22.3,鮫島克駿,438(0),晴,8.0,8.0,,8.0
2026-07-25-01-06,202604020106,2026-07-25,新潟,6,豊栄特別,4,コルドンブルー,https://db.netkeiba.com/horse/2022106619/,2022106619,牝,4,56.0,岩田望,,,5,2024/10/14,4新潟4,2歳未勝利,,5,9,芝1400,芝,1400,良,2.0,1,2.6,35.8,0.2,55,11-12,1:22.7,佐々木大,438(0),晴,11.0,12.0,,12.0
2026-07-25-01-06,202604020106,2026-07-25,新潟,6,豊栄特別,4,コルドンブルー,https://db.netkeiba.com/horse/2022106619/,2022106619,牝,4,56.0,岩田望,,,6,2024/09/14,3中京3,2歳新馬,,6,6,芝1400,芝,1400,良,2.0,8,16.8,33.9,0.2,55,6-7,1:22.4,鮫島克駿,438(0),晴,6.0,7.0,,7.0
2026-07-25-01-06,202604020106,2026-07-25,新潟,6,豊栄特別,5,コンフェルマ,https://db.netkeiba.com/horse/2021105970/,2021105970,セ,5,58.0,小牧加,,,0,2026/05/23,1新潟7,障害4歳以上未勝利,,1,1,障2890,障,2890,稍,7.0,3,9.7,13.4,2.7,60,11-11-10-10,3:14.1,小牧加矢,486(-20),晴,11.0,11.0,10.0,10.0
2026-07-25-01-06,202604020106,2026-07-25,新潟,6,豊栄特別,5,コンフェルマ,https://db.netkeiba.com/horse/2021105970/,2021105970,セ,5,58.0,小牧加,,,1,2025/04/19,2阪神7,丹波特別(2勝クラス),,6,10,芝1400,芝,1400,良,12.0,6,12.0,34.1,0.9,56,11-10,1:20.9,松山弘平,506(-4),晴,11.0,10.0,,10.0
2026-07-25-01-06,202604020106,2026-07-25,新潟,6,豊栄特別,5,コンフェルマ,https://db.netkeiba.com/horse/2021105970/,2021105970,セ,5,58.0,小牧加,,,2,2025/03/02,1阪神2,淡路特別(2勝クラス),,8,9,芝2200,芝,2200,良,9.0,3,4.4,41.0,5.6,57,1-1-1-5,2:17.4,松山弘平,510(+18),小雨,1.0,1.0,1.0,5.0
2026-07-25-01-06,202604020106,2026-07-25,新潟,6,豊栄特別,5,コンフェルマ,https://db.netkeiba.com/horse/2021105970/,2021105970,セ,5,58.0,小牧加,,,3,2024/09/29,4中山9,3歳以上1勝クラス,,6,12,芝2200,芝,2200,良,1.0,4,6.6,34.6,-0.4,55,1-1-1-1,2:13.4,松山弘平,492(+2),曇,1.0,1.0,1.0,1.0
2026-07-25-01-06,202604020106,2026-07-25,新潟,6,豊栄特別,5,コンフェルマ,https://db.netkeiba.com/horse/2021105970/,2021105970,セ,5,58.0,小牧加,,,4,2024/07/28,2新潟2,3歳未勝利,,2,3,芝2200,芝,2200,良,1.0,2,3.0,35.1,-0.2,57,1-1-1-1,2:14.7,松山弘平,490(-10),曇,1.0,1.0,1.0,1.0
2026-07-25-01-06,202604020106,2026-07-25,新潟,6,豊栄特別,5,コンフェルマ,https://db.netkeiba.com/horse/2021105970/,2021105970,セ,5,58.0,小牧加,,,5,2024/03/16,1阪神7,3歳未勝利,,4,4,芝2400,芝,2400,良,2.0,2,2.9,34.6,0.1,57,2-2-2-2,2:27.0,岩田望来,500(-14),晴,2.0,2.0,2.0,2.0
2026-07-25-01-06,202604020106,2026-07-25,新潟,6,豊栄特別,5,コンフェルマ,https://db.netkeiba.com/horse/2021105970/,2021105970,セ,5,58.0,小牧加,,,6,2024/01/20,1京都6,3歳新馬,,4,4,芝2000,芝,2000,重,4.0,3,5.6,35.8,0.4,57,9-7-9-8,2:05.2,岩田望来,514(0),曇,9.0,7.0,9.0,8.0
2026-07-25-01-06,202604020106,2026-07-25,新潟,6,豊栄特別,6,ゴールドスター,https://db.netkeiba.com/horse/2021103561/,2021103561,牡,5,58.0,横山和,,,0,2026/06/06,3東京1,テレビ山梨杯(2勝クラス),,6,12,芝1400,芝,1400,良,16.0,11,58.6,33.2,1.2,56,17-17,1:21.3,横山和生,466(-2),晴,17.0,17.0,,17.0
2026-07-25-01-06,202604020106,2026-07-25,新潟,6,豊栄特別,6,ゴールドスター,https://db.netkeiba.com/horse/2021103561/,2021103561,牡,5,58.0,横山和,,,1,2026/05/10,2東京6,4歳以上2勝クラス,,8,10,芝1400,芝,1400,良,6.0,7,13.7,33.6,0.4,58,8-8,1:21.0,横山和生,468(-2),晴,8.0,8.0,,8.0
2026-07-25-01-06,202604020106,2026-07-25,新潟,6,豊栄特別,6,ゴールドスター,https://db.netkeiba.com/horse/2021103561/,2021103561,牡,5,58.0,横山和,,,2,2026/02/22,1東京8,4歳以上2勝クラス,,3,5,芝1400,芝,1400,良,8.0,8,21.6,33.1,0.5,58,14-15,1:21.4,横山和生,470(+8),晴,14.0,15.0,,15.0
2026-07-25-01-06,202604020106,2026-07-25,新潟,6,豊栄特別,6,ゴールドスター,https://db.netkeiba.com/horse/2021103561/,2021103561,牡,5,58.0,横山和,,,3,2025/11/23,5東京5,3歳以上2勝クラス,,6,11,芝1400,芝,1400,良,15.0,4,6.1,33.3,1.1,58,13-14,1:21.6,横山和生,462(+2),曇,13.0,14.0,,14.0
2026-07-25-01-06,202604020106,2026-07-25,新潟,6,豊栄特別,6,ゴールドスター,https://db.netkeiba.com/horse/2021103561/,2021103561,牡,5,58.0,横山和,,,4,2025/10/25,4東京8,精進湖特別(2勝クラス),,2,2,芝1400,芝,1400,稍,4.0,5,9.3,33.1,0.0,58,10-10,1:21.4,川田将雅,460(0),雨,10.0,10.0,,10.0
2026-07-25-01-06,202604020106,2026-07-25,新潟,6,豊栄特別,6,ゴールドスター,https://db.netkeiba.com/horse/2021103561/,2021103561,牡,5,58.0,横山和,,,5,2025/08/31,2札幌4,HBC賞(2勝クラス),,1,2,芝1200,芝,1200,稍,4.0,5,7.5,34.8,0.2,56,7-7,1:09.8,浜中俊,460(-2),曇,7.0,7.0,,7.0
2026-07-25-01-06,202604020106,2026-07-25,新潟,6,豊栄特別,6,ゴールドスター,https://db.netkeiba.com/horse/2021103561/,2021103561,牡,5,58.0,横山和,,,6,2025/08/23,2札幌1,オールスターJ第1戦(2勝クラス),,4,5,芝1200,芝,1200,良,5.0,4,8.5,34.8,0.3,58,4-5,1:09.3,横山武史,462(0),晴,4.0,5.0,,5.0
2026-07-25-01-06,202604020106,2026-07-25,新潟,6,豊栄特別,6,ゴールドスター,https://db.netkeiba.com/horse/2021103561/,2021103561,牡,5,58.0,横山和,,,7,2025/08/03,1札幌4,苫小牧特別(2勝クラス),,6,8,芝1200,芝,1200,良,8.0,5,6.4,34.2,0.3,58,10-8,1:08.7,石川裕紀,462(0),晴,10.0,8.0,,8.0
2026-07-25-01-06,202604020106,2026-07-25,新潟,6,豊栄特別,6,ゴールドスター,https://db.netkeiba.com/horse/2021103561/,2021103561,牡,5,58.0,横山和,,,8,2025/05/24,1新潟7,大日岳特別(2勝クラス),,4,7,芝1200,芝,1200,良,3.0,3,7.5,33.9,0.1,58,7-7,1:09.9,菊沢一樹,462(-8),曇,7.0,7.0,,7.0
2026-07-25-01-06,202604020106,2026-07-25,新潟,6,豊栄特別,6,ゴールドスター,https://db.netkeiba.com/horse/2021103561/,2021103561,牡,5,58.0,横山和,,,9,2025/03/01,1小倉11,西日本新聞杯(2勝クラス),,6,11,芝1200,芝,1200,良,5.0,4,9.4,34.7,0.5,58,7-8,1:08.9,丹内祐次,470(+2),曇,7.0,8.0,,8.0
2026-07-25-01-06,202604020106,2026-07-25,新潟,6,豊栄特別,6,ゴールドスター,https://db.netkeiba.com/horse/2021103561/,2021103561,牡,5,58.0,横山和,,,10,2025/02/02,1小倉4,周防灘特別(2勝クラス),,8,16,芝1200,芝,1200,稍,6.0,5,10.3,35.7,0.5,58,2-2,1:10.0,鮫島克駿,468(+12),曇,2.0,2.0,,2.0
2026-07-25-01-06,202604020106,2026-07-25,新潟,6,豊栄特別,6,ゴールドスター,https://db.netkeiba.com/horse/2021103561/,2021103561,牡,5,58.0,横山和,,,11,2024/12/21,5中山7,クリスマスC(2勝クラス),,5,9,芝1200,芝,1200,良,5.0,3,4.9,34.5,0.7,57,5-6,1:08.7,田辺裕信,456(-2),晴,5.0,6.0,,6.0
2026-07-25-01-06,202604020106,2026-07-25,新潟,6,豊栄特別,6,ゴールドスター,https://db.netkeiba.com/horse/2021103561/,2021103561,牡,5,58.0,横山和,,,12,2024/10/12,4新潟3,朝日岳特別(1勝クラス),,4,8,芝1200,芝,1200,良,1.0,3,6.0,34.4,-0.4,57,1-1,1:08.5,田辺裕信,458(-4),晴,1.0,1.0,,1.0
2026-07-25-01-06,202604020106,2026-07-25,新潟,6,豊栄特別,6,ゴールドスター,https://db.netkeiba.com/horse/2021103561/,2021103561,牡,5,58.0,横山和,,,13,2024/09/15,4中山4,3歳以上1勝クラス,,7,13,芝1200,芝,1200,良,3.0,3,4.9,34.7,0.4,56,2-2,1:08.2,横山武史,462(+10),晴,2.0,2.0,,2.0
2026-07-25-01-06,202604020106,2026-07-25,新潟,6,豊栄特別,6,ゴールドスター,https://db.netkeiba.com/horse/2021103561/,2021103561,牡,5,58.0,横山和,,,14,2024/03/23,3中山1,3歳未勝利,,6,11,ダ1200,ダ,1200,良,1.0,1,3.6,37.6,-0.3,57,1-1,1:12.0,横山武史,452(-6),曇,1.0,1.0,,1.0
