race_id,numeric_race_id,date,course,race_number,race_name,horse_number,horse_name,horse_url,horse_id,sex,age,weight_carried_today,jockey_today,odds_today,popularity_today,history_index,history_date,history_place,history_race_name,history_class,history_frame_number,history_horse_number,history_distance_text,history_surface,history_distance,history_course_condition,history_finish,history_popularity,history_odds,history_last3f,history_margin,history_weight,history_passing,history_time,history_jockey,history_horse_weight,history_weather,corner1,corner2,corner3,corner4
2026-07-19-01-10,202603020810,2026-07-19,福島,10,猪苗代特別,9,ヤマニンガラッシア,https://db.netkeiba.com/horse/2017101772/,2017101772,牡,9,58.0,木幡巧,,,35,2020/11/07,盛岡,C2九組,,3,3,ダ1200,ダ,1200,稍,1.0,1,1.1,36.5,-0.8,56,1-1,1:13.1,山本聡哉,449(+2),曇,1.0,1.0,,1.0
2026-07-19-01-10,202603020810,2026-07-19,福島,10,猪苗代特別,9,ヤマニンガラッシア,https://db.netkeiba.com/horse/2017101772/,2017101772,牡,9,58.0,木幡巧,,,36,2020/10/17,盛岡,C2十一組,,3,3,ダ1200,ダ,1200,良,1.0,1,1.5,37.5,-1.3,56,1-1,1:14.7,山本聡哉,447(+27),曇,1.0,1.0,,1.0
2026-07-19-01-10,202603020810,2026-07-19,福島,10,猪苗代特別,9,ヤマニンガラッシア,https://db.netkeiba.com/horse/2017101772/,2017101772,牡,9,58.0,木幡巧,,,37,2020/09/06,3新潟8,3歳未勝利,,4,8,芝1600,芝,1600,良,8.0,9,24.5,34.2,1.2,54,10-10,1:35.9,菅原明良,420(-2),晴,10.0,10.0,,10.0
2026-07-19-01-10,202603020810,2026-07-19,福島,10,猪苗代特別,9,ヤマニンガラッシア,https://db.netkeiba.com/horse/2017101772/,2017101772,牡,9,58.0,木幡巧,,,38,2020/08/22,3新潟3,3歳未勝利,,7,13,芝1600,芝,1600,良,7.0,3,9.0,35.2,1.1,56,13-12,1:36.3,戸崎圭太,422(+6),晴,13.0,12.0,,12.0
2026-07-19-01-10,202603020810,2026-07-19,福島,10,猪苗代特別,9,ヤマニンガラッシア,https://db.netkeiba.com/horse/2017101772/,2017101772,牡,9,58.0,木幡巧,,,39,2020/07/18,2福島5,3歳未勝利,,3,6,芝1200,芝,1200,稍,6.0,5,12.3,35.8,0.7,56,14-12,1:11.1,戸崎圭太,416(-4),曇,14.0,12.0,,12.0
2026-07-19-01-10,202603020810,2026-07-19,福島,10,猪苗代特別,9,ヤマニンガラッシア,https://db.netkeiba.com/horse/2017101772/,2017101772,牡,9,58.0,木幡巧,,,40,2020/04/11,1福島1,3歳未勝利,,7,14,芝1200,芝,1200,良,8.0,9,40.2,35.2,0.8,56,12-13,1:10.3,黛弘人,420(0),晴,12.0,13.0,,13.0
2026-07-19-01-10,202603020810,2026-07-19,福島,10,猪苗代特別,10,クラヴァンス,https://db.netkeiba.com/horse/2022104669/,2022104669,牡,4,58.0,坂井,,,0,2026/07/19,2福島8,猪苗代特別(2勝クラス),,7,10,芝2000,芝,2000,良,4.0,3,4.5,35.5,0.4,58,2-2-2-2,2:00.6,坂井瑠星,490(+4),晴,2.0,2.0,2.0,2.0
2026-07-19-01-10,202603020810,2026-07-19,福島,10,猪苗代特別,10,クラヴァンス,https://db.netkeiba.com/horse/2022104669/,2022104669,牡,4,58.0,坂井,,,1,2026/05/09,3京都5,鴨川特別(2勝クラス),,1,1,芝2000,芝,2000,良,4.0,4,6.0,34.8,0.6,58,2-2-3-3,1:58.8,坂井瑠星,486(+10),晴,2.0,2.0,3.0,3.0
2026-07-19-01-10,202603020810,2026-07-19,福島,10,猪苗代特別,10,クラヴァンス,https://db.netkeiba.com/horse/2022104669/,2022104669,牡,4,58.0,坂井,,,2,2026/02/28,1小倉11,別府特別(2勝クラス),,8,14,芝2000,芝,2000,稍,14.0,3,5.2,37.9,1.6,57,2-2-2-2,2:02.5,西塚洸二,476(-4),晴,2.0,2.0,2.0,2.0
2026-07-19-01-10,202603020810,2026-07-19,福島,10,猪苗代特別,10,クラヴァンス,https://db.netkeiba.com/horse/2022104669/,2022104669,牡,4,58.0,坂井,,,3,2026/02/01,1小倉4,4歳以上1勝クラス,,7,10,芝1800,芝,1800,良,1.0,5,13.5,34.1,0.0,56,3-2-2-2,1:45.9,西塚洸二,480(+4),曇,3.0,2.0,2.0,2.0
2026-07-19-01-10,202603020810,2026-07-19,福島,10,猪苗代特別,10,クラヴァンス,https://db.netkeiba.com/horse/2022104669/,2022104669,牡,4,58.0,坂井,,,4,2025/12/21,5阪神6,3歳以上1勝クラス,,8,18,芝2200,芝,2200,重,8.0,9,26.7,37.4,1.2,56,1-1-1-1,2:13.9,北村友一,476(+4),雨,1.0,1.0,1.0,1.0
2026-07-19-01-10,202603020810,2026-07-19,福島,10,猪苗代特別,10,クラヴァンス,https://db.netkeiba.com/horse/2022104669/,2022104669,牡,4,58.0,坂井,,,5,2025/08/10,3中京6,3歳未勝利,,8,13,芝2000,芝,2000,良,1.0,1,3.9,34.2,-0.1,57,1-1-1-1,2:01.9,北村友一,472(-2),曇,1.0,1.0,1.0,1.0
2026-07-19-01-10,202603020810,2026-07-19,福島,10,猪苗代特別,10,クラヴァンス,https://db.netkeiba.com/horse/2022104669/,2022104669,牡,4,58.0,坂井,,,6,2025/07/20,2小倉8,3歳未勝利,,6,11,芝2000,芝,2000,良,2.0,7,12.8,36.9,0.1,57,1-1-1-1,2:03.3,北村友一,474(0),晴,1.0,1.0,1.0,1.0
2026-07-19-01-10,202603020810,2026-07-19,福島,10,猪苗代特別,10,クラヴァンス,https://db.netkeiba.com/horse/2022104669/,2022104669,牡,4,58.0,坂井,,,7,2025/06/28,2小倉1,3歳未勝利,,4,8,芝1800,芝,1800,良,6.0,5,13.9,36.4,1.0,57,12-12-11-7,1:48.2,Ｍ．デム,474(+6),晴,12.0,12.0,11.0,7.0
2026-07-19-01-10,202603020810,2026-07-19,福島,10,猪苗代特別,10,クラヴァンス,https://db.netkeiba.com/horse/2022104669/,2022104669,牡,4,58.0,坂井,,,8,2025/03/02,1阪神2,3歳未勝利,,3,5,芝2000,芝,2000,良,8.0,3,5.9,35.8,1.1,57,11-10-10-10,2:02.2,武豊,468(-4),小雨,11.0,10.0,10.0,10.0
2026-07-19-01-10,202603020810,2026-07-19,福島,10,猪苗代特別,10,クラヴァンス,https://db.netkeiba.com/horse/2022104669/,2022104669,牡,4,58.0,坂井,,,9,2024/12/15,7京都6,2歳新馬,,7,11,芝1600,芝,1600,良,8.0,2,3.5,34.8,1.0,56,10-9,1:38.6,ムーア,472(0),晴,10.0,9.0,,9.0
2026-07-19-01-10,202603020810,2026-07-19,福島,10,猪苗代特別,11,ヨシヒロ,https://db.netkeiba.com/horse/2022103405/,2022103405,牡,4,58.0,木幡育,,,0,2026/07/19,2福島8,猪苗代特別(2勝クラス),,8,11,芝2000,芝,2000,良,11.0,11,199.3,36.1,1.6,58,5-5-8-12,2:01.8,木幡育也,490(-4),晴,5.0,5.0,8.0,12.0
2026-07-19-01-10,202603020810,2026-07-19,福島,10,猪苗代特別,11,ヨシヒロ,https://db.netkeiba.com/horse/2022103405/,2022103405,牡,4,58.0,木幡育,,,1,2026/07/05,2福島4,白河特別(2勝クラス),,5,6,芝1800,芝,1800,良,12.0,11,175.4,35.6,2.1,58,11-11-11-11,1:49.5,木幡育也,494(-9),曇,11.0,11.0,11.0,11.0
2026-07-19-01-10,202603020810,2026-07-19,福島,10,猪苗代特別,11,ヨシヒロ,https://db.netkeiba.com/horse/2022103405/,2022103405,牡,4,58.0,木幡育,,,2,2026/02/25,浦和,梅見月特別(B3),,2,2,ダ1400,ダ,1400,重,13.0,10,40.4,37.0,2.0,56,13-13-13-13,1:31.7,澤田龍哉,503(-8),雨,13.0,13.0,13.0,13.0
2026-07-19-01-10,202603020810,2026-07-19,福島,10,猪苗代特別,11,ヨシヒロ,https://db.netkeiba.com/horse/2022103405/,2022103405,牡,4,58.0,木幡育,,,3,2026/02/09,船橋,アメジスト特別(B3),,6,10,ダ1600,ダ,1600,良,10.0,10,32.0,40.7,2.3,56,11-11-12-12,1:46.5,本田正重,511(+4),晴,11.0,11.0,12.0,12.0
2026-07-19-01-10,202603020810,2026-07-19,福島,10,猪苗代特別,11,ヨシヒロ,https://db.netkeiba.com/horse/2022103405/,2022103405,牡,4,58.0,木幡育,,,4,2026/01/19,船橋,初夢特別(B3),,3,3,ダ1600,ダ,1600,良,13.0,7,38.8,41.4,2.7,56,6-6-9-11,1:46.0,西啓太,507(+3),晴,6.0,6.0,9.0,11.0
2026-07-19-01-10,202603020810,2026-07-19,福島,10,猪苗代特別,11,ヨシヒロ,https://db.netkeiba.com/horse/2022103405/,2022103405,牡,4,58.0,木幡育,,,5,2025/12/08,船橋,柊特別(B3),,4,6,ダ1600,ダ,1600,良,8.0,5,8.0,40.9,3.6,56,8-8-6-6,1:45.1,桑村真明,504(+5),晴,8.0,8.0,6.0,6.0
2026-07-19-01-10,202603020810,2026-07-19,福島,10,猪苗代特別,11,ヨシヒロ,https://db.netkeiba.com/horse/2022103405/,2022103405,牡,4,58.0,木幡育,,,6,2025/08/28,船橋,勇魚特別(B3),,6,8,ダ1600,ダ,1600,良,7.0,2,8.0,38.7,0.6,55,4-5-5-5,1:43.2,張田昂,499(-3),晴,4.0,5.0,5.0,5.0
2026-07-19-01-10,202603020810,2026-07-19,福島,10,猪苗代特別,11,ヨシヒロ,https://db.netkeiba.com/horse/2022103405/,2022103405,牡,4,58.0,木幡育,,,7,2025/07/30,船橋,ナティビット特別(3歳C1),,3,3,ダ1600,ダ,1600,良,2.0,3,4.9,40.2,0.8,57,5-6-5-4,1:44.0,張田昂,502(-6),晴,5.0,6.0,5.0,4.0
2026-07-19-01-10,202603020810,2026-07-19,福島,10,猪苗代特別,11,ヨシヒロ,https://db.netkeiba.com/horse/2022103405/,2022103405,牡,4,58.0,木幡育,,,8,2025/07/05,船橋,麻綿原特別(3歳),,5,6,ダ1500,ダ,1500,良,4.0,3,5.6,38.9,0.1,57,5-5-5-3,1:35.9,張田昂,508(+7),晴,5.0,5.0,5.0,3.0
2026-07-19-01-10,202603020810,2026-07-19,福島,10,猪苗代特別,11,ヨシヒロ,https://db.netkeiba.com/horse/2022103405/,2022103405,牡,4,58.0,木幡育,,,9,2025/06/18,川崎,青葉木菟特別(3歳),,4,5,ダ1500,ダ,1500,良,2.0,2,4.2,40.6,0.3,56,8-7-5-4,1:36.6,張田昂,501(-6),晴,8.0,7.0,5.0,4.0
2026-07-19-01-10,202603020810,2026-07-19,福島,10,猪苗代特別,11,ヨシヒロ,https://db.netkeiba.com/horse/2022103405/,2022103405,牡,4,58.0,木幡育,,,10,2025/06/04,船橋,手賀沼特別(3歳),,5,6,ダ1500,ダ,1500,重,2.0,4,7.6,40.9,0.2,56,4-4-3-3,1:38.3,張田昂,507(+5),晴,4.0,4.0,3.0,3.0
2026-07-19-01-10,202603020810,2026-07-19,福島,10,猪苗代特別,11,ヨシヒロ,https://db.netkeiba.com/horse/2022103405/,2022103405,牡,4,58.0,木幡育,,,11,2025/05/13,川崎,大瑠璃賞(3歳),,7,9,ダ1500,ダ,1500,重,3.0,7,12.7,42.3,0.4,56,9-9-7-7,1:39.5,張田昂,502(-4),晴,9.0,9.0,7.0,7.0
2026-07-19-01-10,202603020810,2026-07-19,福島,10,猪苗代特別,11,ヨシヒロ,https://db.netkeiba.com/horse/2022103405/,2022103405,牡,4,58.0,木幡育,,,12,2025/03/12,船橋,花見月特別(3歳),,7,7,ダ1500,ダ,1500,稍,6.0,6,12.7,39.2,1.2,56,7-7-6-6,1:40.3,張田昂,506(-2),雨,7.0,7.0,6.0,6.0
2026-07-19-01-10,202603020810,2026-07-19,福島,10,猪苗代特別,11,ヨシヒロ,https://db.netkeiba.com/horse/2022103405/,2022103405,牡,4,58.0,木幡育,,,13,2025/02/25,浦和,3歳三,,8,12,ダ1400,ダ,1400,良,2.0,7,40.2,40.2,0.4,56,5-6-5-3,1:31.8,張田昂,508(+13),晴,5.0,6.0,5.0,3.0
2026-07-19-01-10,202603020810,2026-07-19,福島,10,猪苗代特別,11,ヨシヒロ,https://db.netkeiba.com/horse/2022103405/,2022103405,牡,4,58.0,木幡育,,,14,2024/10/28,船橋,サンストーン特別(2歳),,4,4,ダ1200,ダ,1200,重,7.0,6,15.7,42.3,4.1,55,6-6-6,1:20.1,張田昂,495(+3),曇,6.0,6.0,6.0,6.0
2026-07-19-01-10,202603020810,2026-07-19,福島,10,猪苗代特別,11,ヨシヒロ,https://db.netkeiba.com/horse/2022103405/,2022103405,牡,4,58.0,木幡育,,,15,2024/09/23,船橋,2歳　二組下,,7,9,ダ1500,ダ,1500,良,4.0,2,5.2,41.9,1.2,54,2-2-2-2,1:40.9,張田昂,492(0),晴,2.0,2.0,2.0,2.0
2026-07-19-01-10,202603020810,2026-07-19,福島,10,猪苗代特別,11,ヨシヒロ,https://db.netkeiba.com/horse/2022103405/,2022103405,牡,4,58.0,木幡育,,,16,2024/08/30,船橋,ハイビスカスデビュー(2歳),,4,4,ダ1200,ダ,1200,不,1.0,1,1.6,41.5,-1.5,54,1-1-1,1:18.4,張田昂,492(0),曇,1.0,1.0,1.0,1.0
2026-07-19-01-10,202603020810,2026-07-19,福島,10,猪苗代特別,12,バードウォッチャー,https://db.netkeiba.com/horse/2021105375/,2021105375,牡,5,58.0,津村,,,0,2026/07/19,2福島8,猪苗代特別(2勝クラス),,8,12,芝2000,芝,2000,良,5.0,6,23.2,35.9,1.0,58,6-7-4-4,2:01.2,津村明秀,476(+2),晴,6.0,7.0,4.0,4.0
2026-07-19-01-10,202603020810,2026-07-19,福島,10,猪苗代特別,12,バードウォッチャー,https://db.netkeiba.com/horse/2021105375/,2021105375,牡,5,58.0,津村,,,1,2026/05/17,1新潟6,信濃川特別(2勝クラス),,1,2,芝2000,芝,2000,良,14.0,11,38.6,35.2,1.1,58,1-1,2:01.8,横山琉人,474(-10),晴,1.0,1.0,,1.0
2026-07-19-01-10,202603020810,2026-07-19,福島,10,猪苗代特別,12,バードウォッチャー,https://db.netkeiba.com/horse/2021105375/,2021105375,牡,5,58.0,津村,,,2,2026/03/01,2中山2,富里特別(2勝クラス),,6,6,芝2000,芝,2000,良,6.0,5,14.8,35.6,1.7,58,6-6-4-4,1:59.4,三浦皇成,484(-2),晴,6.0,6.0,4.0,4.0
2026-07-19-01-10,202603020810,2026-07-19,福島,10,猪苗代特別,12,バードウォッチャー,https://db.netkeiba.com/horse/2021105375/,2021105375,牡,5,58.0,津村,,,3,2026/02/01,1東京2,4歳以上2勝クラス,,7,7,芝2000,芝,2000,良,4.0,6,66.0,34.5,0.4,58,2-2-2,1:58.1,荻野極,486(+2),晴,2.0,2.0,2.0,2.0
2026-07-19-01-10,202603020810,2026-07-19,福島,10,猪苗代特別,12,バードウォッチャー,https://db.netkeiba.com/horse/2021105375/,2021105375,牡,5,58.0,津村,,,4,2025/12/21,5中京6,名古屋日刊スポーツ杯(2勝クラス),,5,5,芝2000,芝,2000,稍,7.0,7,31.7,35.4,0.4,58,8-5-6-6,2:03.3,吉田隼人,484(0),雨,8.0,5.0,6.0,6.0
2026-07-19-01-10,202603020810,2026-07-19,福島,10,猪苗代特別,12,バードウォッチャー,https://db.netkeiba.com/horse/2021105375/,2021105375,牡,5,58.0,津村,,,5,2025/10/26,4新潟4,村上特別(2勝クラス),,3,5,芝2000,芝,2000,稍,7.0,8,25.0,35.8,1.0,58,9-9,2:01.4,吉田隼人,484(+4),雨,9.0,9.0,,9.0
2026-07-19-01-10,202603020810,2026-07-19,福島,10,猪苗代特別,12,バードウォッチャー,https://db.netkeiba.com/horse/2021105375/,2021105375,牡,5,58.0,津村,,,6,2025/10/04,4東京1,八ヶ岳特別(2勝クラス),,8,11,芝1800,芝,1800,良,5.0,9,77.8,33.1,0.5,58,8-9-9,1:45.9,吉田隼人,480(-6),曇,8.0,9.0,9.0,9.0
2026-07-19-01-10,202603020810,2026-07-19,福島,10,猪苗代特別,12,バードウォッチャー,https://db.netkeiba.com/horse/2021105375/,2021105375,牡,5,58.0,津村,,,7,2025/08/30,2札幌3,札幌日刊スポーツ杯(2勝クラス),,4,6,芝2000,芝,2000,稍,12.0,7,42.0,38.7,2.4,58,3-4-5-6,2:05.9,斎藤新,486(+2),曇,3.0,4.0,5.0,6.0
2026-07-19-01-10,202603020810,2026-07-19,福島,10,猪苗代特別,12,バードウォッチャー,https://db.netkeiba.com/horse/2021105375/,2021105375,牡,5,58.0,津村,,,8,2025/06/28,1函館5,洞爺湖特別(2勝クラス),,5,9,芝2000,芝,2000,良,8.0,10,36.1,35.1,0.8,58,10-10-10-11,2:00.2,吉田隼人,484(0),晴,10.0,10.0,10.0,11.0
2026-07-19-01-10,202603020810,2026-07-19,福島,10,猪苗代特別,12,バードウォッチャー,https://db.netkeiba.com/horse/2021105375/,2021105375,牡,5,58.0,津村,,,9,2025/05/18,1新潟6,信濃川特別(2勝クラス),,8,10,芝2000,芝,2000,良,10.0,6,8.8,35.1,1.4,58,10-10,2:02.8,小沢大仁,484(0),曇,10.0,10.0,,10.0
2026-07-19-01-10,202603020810,2026-07-19,福島,10,猪苗代特別,12,バードウォッチャー,https://db.netkeiba.com/horse/2021105375/,2021105375,牡,5,58.0,津村,,,10,2025/04/13,1福島2,4歳以上1勝クラス,,7,13,芝2000,芝,2000,良,1.0,3,6.0,35.2,-0.6,58,12-11-11-7,2:01.1,小沢大仁,484(+2),小雨,12.0,11.0,11.0,7.0
2026-07-19-01-10,202603020810,2026-07-19,福島,10,猪苗代特別,12,バードウォッチャー,https://db.netkeiba.com/horse/2021105375/,2021105375,牡,5,58.0,津村,,,11,2025/02/23,1東京8,4歳以上1勝クラス,,2,3,芝1800,芝,1800,良,8.0,5,10.4,34.2,0.8,57,12-12-12,1:47.6,幸英明,482(+2),晴,12.0,12.0,12.0,12.0
2026-07-19-01-10,202603020810,2026-07-19,福島,10,猪苗代特別,12,バードウォッチャー,https://db.netkeiba.com/horse/2021105375/,2021105375,牡,5,58.0,津村,,,12,2025/02/01,1東京1,4歳以上1勝クラス,,5,10,芝1800,芝,1800,良,4.0,5,20.0,33.5,0.5,57,11-11-11,1:47.2,幸英明,480(-6),曇,11.0,11.0,11.0,11.0
2026-07-19-01-10,202603020810,2026-07-19,福島,10,猪苗代特別,12,バードウォッチャー,https://db.netkeiba.com/horse/2021105375/,2021105375,牡,5,58.0,津村,,,13,2024/12/28,5中山9,3歳以上1勝クラス,,3,6,芝1800,芝,1800,良,7.0,4,7.1,35.2,0.7,57,12-12-12-12,1:48.6,武豊,486(+2),晴,12.0,12.0,12.0,12.0
2026-07-19-01-10,202603020810,2026-07-19,福島,10,猪苗代特別,12,バードウォッチャー,https://db.netkeiba.com/horse/2021105375/,2021105375,牡,5,58.0,津村,,,14,2024/12/07,5中山3,3歳以上1勝クラス,,7,13,芝1800,芝,1800,良,4.0,5,11.9,33.9,0.3,57,14-13-14-12,1:48.0,荻野極,484(0),晴,14.0,13.0,14.0,12.0
2026-07-19-01-10,202603020810,2026-07-19,福島,10,猪苗代特別,12,バードウォッチャー,https://db.netkeiba.com/horse/2021105375/,2021105375,牡,5,58.0,津村,,,15,2024/08/31,3新潟7,瓢湖特別(1勝クラス),,3,3,芝2200,芝,2200,稍,8.0,2,4.5,36.3,0.9,55,6-6-7-10,2:16.5,北村宏司,484(+6),雨,6.0,6.0,7.0,10.0
2026-07-19-01-10,202603020810,2026-07-19,福島,10,猪苗代特別,12,バードウォッチャー,https://db.netkeiba.com/horse/2021105375/,2021105375,牡,5,58.0,津村,,,16,2024/06/15,3東京5,3歳以上1勝クラス,,2,2,芝2400,芝,2400,良,4.0,5,14.2,34.6,0.9,54,3-3-2-2,2:25.5,北村宏司,478(0),晴,3.0,3.0,2.0,2.0
2026-07-19-01-10,202603020810,2026-07-19,福島,10,猪苗代特別,12,バードウォッチャー,https://db.netkeiba.com/horse/2021105375/,2021105375,牡,5,58.0,津村,,,17,2024/05/12,2東京8,3歳1勝クラス,,1,1,芝1800,芝,1800,良,8.0,7,13.3,34.1,0.9,57,9-8-8,1:46.4,オシェア,478(-2),曇,9.0,8.0,8.0,8.0
2026-07-19-01-10,202603020810,2026-07-19,福島,10,猪苗代特別,12,バードウォッチャー,https://db.netkeiba.com/horse/2021105375/,2021105375,牡,5,58.0,津村,,,18,2024/02/17,1東京7,フリージア賞(1勝クラス),,2,2,芝2000,芝,2000,良,8.0,2,4.5,33.7,0.3,57,7-8-8,2:00.6,キング,480(-6),曇,7.0,8.0,8.0,8.0
2026-07-19-01-10,202603020810,2026-07-19,福島,10,猪苗代特別,12,バードウォッチャー,https://db.netkeiba.com/horse/2021105375/,2021105375,牡,5,58.0,津村,,,19,2024/01/14,1中山5,京成杯(GIII),,2,2,芝2000,芝,2000,良,7.0,3,4.8,34.5,0.5,57,9-8-5-6,2:01.0,ルメール,486(+10),晴,9.0,8.0,5.0,6.0
2026-07-19-01-10,202603020810,2026-07-19,福島,10,猪苗代特別,12,バードウォッチャー,https://db.netkeiba.com/horse/2021105375/,2021105375,牡,5,58.0,津村,,,20,2023/11/11,5東京3,2歳新馬,,5,6,芝1800,芝,1800,良,1.0,1,2.7,33.5,-0.2,56,7-9-9,1:50.3,ルメール,476(0),曇,7.0,9.0,9.0,9.0
