race_id,numeric_race_id,date,course,race_number,race_name,horse_number,horse_name,horse_url,horse_id,sex,age,weight_carried_today,jockey_today,odds_today,popularity_today,history_index,history_date,history_place,history_race_name,history_class,history_frame_number,history_horse_number,history_distance_text,history_surface,history_distance,history_course_condition,history_finish,history_popularity,history_odds,history_last3f,history_margin,history_weight,history_passing,history_time,history_jockey,history_horse_weight,history_weather,corner1,corner2,corner3,corner4
2026-07-19-01-10,202603020810,2026-07-19,福島,10,猪苗代特別,7,ルールーリマ,https://db.netkeiba.com/horse/2022100781/,2022100781,牝,4,56.0,荻野極,,,5,2025/11/22,3福島5,高湯温泉特別(1勝クラス),,6,11,芝1800,芝,1800,良,4.0,3,5.0,34.5,0.2,54,6-6-4-3,1:48.7,三浦皇成,416(-2),晴,6.0,6.0,4.0,3.0
2026-07-19-01-10,202603020810,2026-07-19,福島,10,猪苗代特別,7,ルールーリマ,https://db.netkeiba.com/horse/2022100781/,2022100781,牝,4,56.0,荻野極,,,6,2025/09/20,4中山6,3歳以上1勝クラス,,3,5,芝2000,芝,2000,良,3.0,2,3.5,34.2,0.1,53,11-10-11-9,2:00.6,三浦皇成,418(+6),曇,11.0,10.0,11.0,9.0
2026-07-19-01-10,202603020810,2026-07-19,福島,10,猪苗代特別,7,ルールーリマ,https://db.netkeiba.com/horse/2022100781/,2022100781,牝,4,56.0,荻野極,,,7,2025/08/03,1札幌4,3歳以上1勝クラス,,7,8,芝2000,芝,2000,良,3.0,2,3.8,35.2,0.3,53,7-7-7-8,2:00.7,横山武史,412(-2),晴,7.0,7.0,7.0,8.0
2026-07-19-01-10,202603020810,2026-07-19,福島,10,猪苗代特別,7,ルールーリマ,https://db.netkeiba.com/horse/2022100781/,2022100781,牝,4,56.0,荻野極,,,8,2025/04/20,1福島4,3歳未勝利,,4,7,芝2000,芝,2000,良,1.0,1,1.7,34.4,-0.2,55,9-10-11-9,2:01.8,三浦皇成,414(-2),曇,9.0,10.0,11.0,9.0
2026-07-19-01-10,202603020810,2026-07-19,福島,10,猪苗代特別,7,ルールーリマ,https://db.netkeiba.com/horse/2022100781/,2022100781,牝,4,56.0,荻野極,,,9,2025/02/23,1東京8,3歳未勝利,,7,13,芝1800,芝,1800,良,6.0,4,7.3,33.4,0.3,55,11-11-11,1:48.7,丸田恭介,416(+8),晴,11.0,11.0,11.0,11.0
2026-07-19-01-10,202603020810,2026-07-19,福島,10,猪苗代特別,7,ルールーリマ,https://db.netkeiba.com/horse/2022100781/,2022100781,牝,4,56.0,荻野極,,,10,2024/12/08,5中山4,2歳未勝利,,5,5,芝1800,芝,1800,良,2.0,2,5.0,34.1,0.1,55,9-9-8-8,1:48.5,三浦皇成,408(-8),晴,9.0,9.0,8.0,8.0
2026-07-19-01-10,202603020810,2026-07-19,福島,10,猪苗代特別,7,ルールーリマ,https://db.netkeiba.com/horse/2022100781/,2022100781,牝,4,56.0,荻野極,,,11,2024/11/09,5東京3,2歳未勝利,,6,7,芝2000,芝,2000,良,4.0,3,7.7,33.9,0.4,55,8-9-7,2:02.9,佐々木大,416(+2),晴,8.0,9.0,7.0,7.0
2026-07-19-01-10,202603020810,2026-07-19,福島,10,猪苗代特別,7,ルールーリマ,https://db.netkeiba.com/horse/2022100781/,2022100781,牝,4,56.0,荻野極,,,12,2024/10/13,4東京3,2歳新馬,,7,12,芝1600,芝,1600,良,6.0,9,19.5,32.7,0.4,55,12-12,1:38.2,丸田恭介,414(0),晴,12.0,12.0,,12.0
2026-07-19-01-10,202603020810,2026-07-19,福島,10,猪苗代特別,8,レッセパッセ,https://db.netkeiba.com/horse/2021106826/,2021106826,牝,5,56.0,原,,,0,2026/07/19,2福島8,猪苗代特別(2勝クラス),,6,8,芝2000,芝,2000,良,8.0,8,34.9,35.6,1.3,56,12-11-12-10,2:01.5,原優介,398(+4),晴,12.0,11.0,12.0,10.0
2026-07-19-01-10,202603020810,2026-07-19,福島,10,猪苗代特別,8,レッセパッセ,https://db.netkeiba.com/horse/2021106826/,2021106826,牝,5,56.0,原,,,1,2026/06/28,2福島2,松島特別(2勝クラス),,3,4,芝2000,芝,2000,良,8.0,11,103.6,34.4,0.4,56,11-11-11-11,1:57.8,菊沢一樹,394(+4),晴,11.0,11.0,11.0,11.0
2026-07-19-01-10,202603020810,2026-07-19,福島,10,猪苗代特別,8,レッセパッセ,https://db.netkeiba.com/horse/2021106826/,2021106826,牝,5,56.0,原,,,2,2026/05/16,2東京7,調布特別(2勝クラス),,4,4,芝1800,芝,1800,良,8.0,9,89.7,33.3,0.7,56,9-7-8,1:46.7,原優介,390(+2),晴,9.0,7.0,8.0,8.0
2026-07-19-01-10,202603020810,2026-07-19,福島,10,猪苗代特別,8,レッセパッセ,https://db.netkeiba.com/horse/2021106826/,2021106826,牝,5,56.0,原,,,3,2026/04/19,3中山8,野島崎特別(2勝クラス),,4,4,芝2000,芝,2000,良,9.0,10,111.7,35.2,1.0,56,5-4-3-3,1:58.4,津村明秀,388(0),晴,5.0,4.0,3.0,3.0
2026-07-19-01-10,202603020810,2026-07-19,福島,10,猪苗代特別,8,レッセパッセ,https://db.netkeiba.com/horse/2021106826/,2021106826,牝,5,56.0,原,,,4,2026/03/21,2中山7,館山特別(2勝クラス),,2,3,芝1800,芝,1800,良,10.0,11,87.6,33.8,0.6,52,15-15-15-14,1:47.2,原優介,388(+2),晴,15.0,15.0,15.0,14.0
2026-07-19-01-10,202603020810,2026-07-19,福島,10,猪苗代特別,8,レッセパッセ,https://db.netkeiba.com/horse/2021106826/,2021106826,牝,5,56.0,原,,,5,2026/02/28,1小倉11,別府特別(2勝クラス),,8,15,芝2000,芝,2000,稍,5.0,13,67.2,36.1,0.5,56,13-13-13-14,2:01.4,菊沢一樹,386(-10),晴,13.0,13.0,13.0,14.0
2026-07-19-01-10,202603020810,2026-07-19,福島,10,猪苗代特別,8,レッセパッセ,https://db.netkeiba.com/horse/2021106826/,2021106826,牝,5,56.0,原,,,6,2026/01/05,1京都2,逢坂山特別(2勝クラス),,8,11,芝1800,芝,1800,良,7.0,8,34.7,36.6,1.0,56,2-2,1:47.8,ハマーハ,396(+6),晴,2.0,2.0,,2.0
2026-07-19-01-10,202603020810,2026-07-19,福島,10,猪苗代特別,8,レッセパッセ,https://db.netkeiba.com/horse/2021106826/,2021106826,牝,5,56.0,原,,,7,2025/12/13,5阪神3,3歳以上2勝クラス,,3,3,芝1800,芝,1800,良,6.0,10,162.1,33.5,0.6,56,9-9,1:45.1,和田竜二,390(0),晴,9.0,9.0,,9.0
2026-07-19-01-10,202603020810,2026-07-19,福島,10,猪苗代特別,8,レッセパッセ,https://db.netkeiba.com/horse/2021106826/,2021106826,牝,5,56.0,原,,,8,2025/11/24,3福島6,五色沼特別(2勝クラス),,2,4,芝1800,芝,1800,良,10.0,11,40.3,34.5,0.3,56,14-14-13-15,1:47.8,丹内祐次,390(-6),曇,14.0,14.0,13.0,15.0
2026-07-19-01-10,202603020810,2026-07-19,福島,10,猪苗代特別,8,レッセパッセ,https://db.netkeiba.com/horse/2021106826/,2021106826,牝,5,56.0,原,,,9,2025/08/09,1札幌5,藻岩山特別(2勝クラス),,7,8,芝2000,芝,2000,稍,7.0,8,84.7,35.4,1.2,56,5-5-6-8,2:04.3,丸山元気,396(+2),晴,5.0,5.0,6.0,8.0
2026-07-19-01-10,202603020810,2026-07-19,福島,10,猪苗代特別,8,レッセパッセ,https://db.netkeiba.com/horse/2021106826/,2021106826,牝,5,56.0,原,,,10,2025/08/02,1札幌3,釧路湿原特別(2勝クラス),,3,3,芝1800,芝,1800,良,13.0,11,46.8,36.1,1.4,56,12-11-9-12,1:48.5,斎藤新,394(+6),晴,12.0,11.0,9.0,12.0
2026-07-19-01-10,202603020810,2026-07-19,福島,10,猪苗代特別,8,レッセパッセ,https://db.netkeiba.com/horse/2021106826/,2021106826,牝,5,56.0,原,,,11,2025/07/19,1函館11,かもめ島特別(2勝クラス),,8,13,芝1800,芝,1800,良,7.0,13,103.4,34.0,0.7,56,12-12-12-12,1:47.4,斎藤新,388(-2),晴,12.0,12.0,12.0,12.0
2026-07-19-01-10,202603020810,2026-07-19,福島,10,猪苗代特別,8,レッセパッセ,https://db.netkeiba.com/horse/2021106826/,2021106826,牝,5,56.0,原,,,12,2025/06/28,1函館5,洞爺湖特別(2勝クラス),,7,13,芝2000,芝,2000,良,12.0,9,34.1,36.0,1.0,56,3-3-3-3,2:00.4,松若風馬,390(+4),晴,3.0,3.0,3.0,3.0
2026-07-19-01-10,202603020810,2026-07-19,福島,10,猪苗代特別,8,レッセパッセ,https://db.netkeiba.com/horse/2021106826/,2021106826,牝,5,56.0,原,,,13,2025/03/30,2阪神2,四国新聞杯(2勝クラス),,3,3,芝2000,芝,2000,良,9.0,7,26.6,36.5,1.2,56,5-5-7-8,2:02.2,田口貫太,386(0),曇,5.0,5.0,7.0,8.0
2026-07-19-01-10,202603020810,2026-07-19,福島,10,猪苗代特別,8,レッセパッセ,https://db.netkeiba.com/horse/2021106826/,2021106826,牝,5,56.0,原,,,14,2025/03/02,2中山2,富里特別(2勝クラス),,8,11,芝1800,芝,1800,良,8.0,9,51.8,34.0,0.3,56,6-6-5-5,1:49.1,津村明秀,386(-2),晴,6.0,6.0,5.0,5.0
2026-07-19-01-10,202603020810,2026-07-19,福島,10,猪苗代特別,8,レッセパッセ,https://db.netkeiba.com/horse/2021106826/,2021106826,牝,5,56.0,原,,,15,2025/02/15,1小倉7,太宰府特別(2勝クラス),,8,14,芝2000,芝,2000,良,6.0,3,9.2,35.9,0.6,55,5-5-5-8,2:00.3,丹内祐次,388(+2),曇,5.0,5.0,5.0,8.0
2026-07-19-01-10,202603020810,2026-07-19,福島,10,猪苗代特別,8,レッセパッセ,https://db.netkeiba.com/horse/2021106826/,2021106826,牝,5,56.0,原,,,16,2024/11/10,3福島4,3歳以上1勝クラス,,3,5,芝1800,芝,1800,良,1.0,2,4.0,36.3,-0.1,54,4-4-3-3,1:48.7,丹内祐次,386(-4),晴,4.0,4.0,3.0,3.0
2026-07-19-01-10,202603020810,2026-07-19,福島,10,猪苗代特別,8,レッセパッセ,https://db.netkeiba.com/horse/2021106826/,2021106826,牝,5,56.0,原,,,17,2024/10/14,4新潟4,3歳以上1勝クラス,,6,11,芝1800,芝,1800,良,2.0,8,13.3,34.8,0.1,54,9-6,1:46.6,幸英明,390(+4),晴,9.0,6.0,,6.0
2026-07-19-01-10,202603020810,2026-07-19,福島,10,猪苗代特別,8,レッセパッセ,https://db.netkeiba.com/horse/2021106826/,2021106826,牝,5,56.0,原,,,18,2024/09/21,3中京6,3歳以上1勝クラス,,6,11,芝2000,芝,2000,良,4.0,6,25.6,34.5,0.6,53,10-10-11-10,2:01.0,幸英明,386(+16),晴,10.0,10.0,11.0,10.0
2026-07-19-01-10,202603020810,2026-07-19,福島,10,猪苗代特別,8,レッセパッセ,https://db.netkeiba.com/horse/2021106826/,2021106826,牝,5,56.0,原,,,19,2024/07/06,3小倉3,若戸大橋特別(1勝クラス),,1,1,芝2000,芝,2000,良,4.0,7,18.6,36.0,0.7,53,2-2-1-2,2:00.0,和田竜二,370(-4),晴,2.0,2.0,1.0,2.0
2026-07-19-01-10,202603020810,2026-07-19,福島,10,猪苗代特別,8,レッセパッセ,https://db.netkeiba.com/horse/2021106826/,2021106826,牝,5,56.0,原,,,20,2024/06/15,4京都5,3歳以上1勝クラス,,4,4,芝1800,芝,1800,良,5.0,6,23.6,34.3,1.1,53,5-6,1:45.5,和田竜二,374(+6),晴,5.0,6.0,,6.0
2026-07-19-01-10,202603020810,2026-07-19,福島,10,猪苗代特別,8,レッセパッセ,https://db.netkeiba.com/horse/2021106826/,2021106826,牝,5,56.0,原,,,21,2024/05/18,2東京9,カーネーションC(1勝クラス),,4,4,芝1800,芝,1800,良,4.0,11,113.5,34.3,0.6,55,4-7-7,1:47.4,津村明秀,368(0),晴,4.0,7.0,7.0,7.0
2026-07-19-01-10,202603020810,2026-07-19,福島,10,猪苗代特別,8,レッセパッセ,https://db.netkeiba.com/horse/2021106826/,2021106826,牝,5,56.0,原,,,22,2024/04/27,3京都3,矢車賞(1勝クラス),,6,7,芝2200,芝,2200,良,6.0,5,8.2,36.0,0.9,55,6-6-5-4,2:13.7,戸崎圭太,368(-4),曇,6.0,6.0,5.0,4.0
2026-07-19-01-10,202603020810,2026-07-19,福島,10,猪苗代特別,8,レッセパッセ,https://db.netkeiba.com/horse/2021106826/,2021106826,牝,5,56.0,原,,,23,2024/02/03,1小倉7,3歳未勝利,,7,12,芝2000,芝,2000,良,1.0,3,5.0,36.6,-0.5,55,5-6-6-4,2:03.7,丹内祐次,372(0),曇,5.0,6.0,6.0,4.0
2026-07-19-01-10,202603020810,2026-07-19,福島,10,猪苗代特別,8,レッセパッセ,https://db.netkeiba.com/horse/2021106826/,2021106826,牝,5,56.0,原,,,24,2024/01/14,1小倉2,3歳未勝利,,1,1,芝1800,芝,1800,良,5.0,4,8.2,35.8,0.7,55,11-10-12-7,1:48.8,丹内祐次,372(0),晴,11.0,10.0,12.0,7.0
2026-07-19-01-10,202603020810,2026-07-19,福島,10,猪苗代特別,8,レッセパッセ,https://db.netkeiba.com/horse/2021106826/,2021106826,牝,5,56.0,原,,,25,2023/12/17,5阪神6,2歳未勝利,,4,8,芝1800,芝,1800,稍,5.0,7,15.6,35.7,1.1,55,8-8,1:49.2,横山武史,372(-4),晴,8.0,8.0,,8.0
2026-07-19-01-10,202603020810,2026-07-19,福島,10,猪苗代特別,8,レッセパッセ,https://db.netkeiba.com/horse/2021106826/,2021106826,牝,5,56.0,原,,,26,2023/11/26,3京都8,2歳新馬,,5,8,芝1800,芝,1800,良,3.0,5,12.2,35.1,0.2,55,5-5,1:48.3,横山武史,376(0),晴,5.0,5.0,,5.0
2026-07-19-01-10,202603020810,2026-07-19,福島,10,猪苗代特別,9,ヤマニンガラッシア,https://db.netkeiba.com/horse/2017101772/,2017101772,牡,9,58.0,木幡巧,,,0,2026/07/19,2福島8,猪苗代特別(2勝クラス),,7,9,芝2000,芝,2000,良,9.0,5,20.0,36.7,1.6,58,3-3-2-2,2:01.8,木幡巧也,450(+4),晴,3.0,3.0,2.0,2.0
2026-07-19-01-10,202603020810,2026-07-19,福島,10,猪苗代特別,9,ヤマニンガラッシア,https://db.netkeiba.com/horse/2017101772/,2017101772,牡,9,58.0,木幡巧,,,1,2026/06/07,3阪神2,三木特別(2勝クラス),,8,8,芝1800,芝,1800,稍,4.0,3,7.9,34.5,0.3,58,2-2,1:48.0,坂井瑠星,446(-4),雨,2.0,2.0,,2.0
2026-07-19-01-10,202603020810,2026-07-19,福島,10,猪苗代特別,9,ヤマニンガラッシア,https://db.netkeiba.com/horse/2017101772/,2017101772,牡,9,58.0,木幡巧,,,2,2026/04/12,3中山6,4歳以上2勝クラス,,4,4,芝1800,芝,1800,良,2.0,9,38.6,34.3,0.1,58,1-1-1-1,1:47.5,木幡巧也,450(+2),晴,1.0,1.0,1.0,1.0
2026-07-19-01-10,202603020810,2026-07-19,福島,10,猪苗代特別,9,ヤマニンガラッシア,https://db.netkeiba.com/horse/2017101772/,2017101772,牡,9,58.0,木幡巧,,,3,2026/02/08,1小倉6,由布院特別(2勝クラス),,8,16,ダ1700,ダ,1700,良,15.0,12,45.3,41.5,3.6,58,7-7-9-15,1:50.2,横山琉人,448(-6),曇,7.0,7.0,9.0,15.0
2026-07-19-01-10,202603020810,2026-07-19,福島,10,猪苗代特別,9,ヤマニンガラッシア,https://db.netkeiba.com/horse/2017101772/,2017101772,牡,9,58.0,木幡巧,,,4,2025/12/14,5中山4,霞ヶ浦特別(2勝クラス),,4,4,芝1800,芝,1800,稍,7.0,9,44.7,36.0,0.6,58,5-5-7-6,1:49.4,菅原明良,454(0),曇,5.0,5.0,7.0,6.0
2026-07-19-01-10,202603020810,2026-07-19,福島,10,猪苗代特別,9,ヤマニンガラッシア,https://db.netkeiba.com/horse/2017101772/,2017101772,牡,9,58.0,木幡巧,,,5,2025/07/06,2福島4,白河特別(2勝クラス),,5,10,芝1800,芝,1800,良,8.0,5,15.3,36.5,1.0,58,7-6-4-4,1:49.2,大野拓弥,454(-6),晴,7.0,6.0,4.0,4.0
2026-07-19-01-10,202603020810,2026-07-19,福島,10,猪苗代特別,9,ヤマニンガラッシア,https://db.netkeiba.com/horse/2017101772/,2017101772,牡,9,58.0,木幡巧,,,6,2025/04/26,2東京1,石和特別(2勝クラス),,1,1,芝1800,芝,1800,良,4.0,6,14.8,34.2,0.5,58,3-3-3,1:46.3,大野拓弥,460(+2),曇,3.0,3.0,3.0,3.0
2026-07-19-01-10,202603020810,2026-07-19,福島,10,猪苗代特別,9,ヤマニンガラッシア,https://db.netkeiba.com/horse/2017101772/,2017101772,牡,9,58.0,木幡巧,,,7,2025/04/13,3中山6,鹿野山特別(2勝クラス),,7,7,芝2000,芝,2000,良,3.0,6,9.9,34.8,0.2,58,3-3-3-2,2:02.0,大野拓弥,458(-2),雨,3.0,3.0,3.0,2.0
2026-07-19-01-10,202603020810,2026-07-19,福島,10,猪苗代特別,9,ヤマニンガラッシア,https://db.netkeiba.com/horse/2017101772/,2017101772,牡,9,58.0,木幡巧,,,8,2025/03/02,2中山2,富里特別(2勝クラス),,3,3,芝1800,芝,1800,良,3.0,5,21.6,34.1,0.0,58,2-3-3-3,1:48.8,大野拓弥,460(-4),晴,2.0,3.0,3.0,3.0
2026-07-19-01-10,202603020810,2026-07-19,福島,10,猪苗代特別,9,ヤマニンガラッシア,https://db.netkeiba.com/horse/2017101772/,2017101772,牡,9,58.0,木幡巧,,,9,2025/01/25,1中山8,東雲賞(2勝クラス),,1,1,芝1600,芝,1600,良,5.0,5,10.8,34.3,0.4,58,6-5-6,1:35.5,大野拓弥,464(+10),曇,6.0,5.0,6.0,6.0
2026-07-19-01-10,202603020810,2026-07-19,福島,10,猪苗代特別,9,ヤマニンガラッシア,https://db.netkeiba.com/horse/2017101772/,2017101772,牡,9,58.0,木幡巧,,,10,2024/08/24,3新潟5,五頭連峰特別(2勝クラス),,1,1,芝1600,芝,1600,良,3.0,7,24.2,34.1,0.1,58,3-3,1:34.1,石川裕紀,454(-2),晴,3.0,3.0,,3.0
2026-07-19-01-10,202603020810,2026-07-19,福島,10,猪苗代特別,9,ヤマニンガラッシア,https://db.netkeiba.com/horse/2017101772/,2017101772,牡,9,58.0,木幡巧,,,11,2024/06/23,3東京8,八ヶ岳特別(2勝クラス),,1,1,芝1800,芝,1800,稍,2.0,7,31.8,34.8,0.1,58,1-1-1,1:46.9,石川裕紀,456(0),曇,1.0,1.0,1.0,1.0
2026-07-19-01-10,202603020810,2026-07-19,福島,10,猪苗代特別,9,ヤマニンガラッシア,https://db.netkeiba.com/horse/2017101772/,2017101772,牡,9,58.0,木幡巧,,,12,2024/05/19,2東京10,調布特別(2勝クラス),,1,1,芝1800,芝,1800,良,3.0,9,105.9,33.9,0.2,58,2-2-3,1:47.1,大野拓弥,456(-4),曇,2.0,2.0,3.0,3.0
2026-07-19-01-10,202603020810,2026-07-19,福島,10,猪苗代特別,9,ヤマニンガラッシア,https://db.netkeiba.com/horse/2017101772/,2017101772,牡,9,58.0,木幡巧,,,13,2023/09/30,4中山8,障害3歳以上未勝利,,4,6,障2880,障,2880,良,,5,9.8,,,60,5-12,,石神深一,460(+8),曇,5.0,12.0,,12.0
2026-07-19-01-10,202603020810,2026-07-19,福島,10,猪苗代特別,9,ヤマニンガラッシア,https://db.netkeiba.com/horse/2017101772/,2017101772,牡,9,58.0,木幡巧,,,14,2023/07/23,2福島8,白河特別(2勝クラス),,4,6,芝1800,芝,1800,良,10.0,4,6.5,36.0,0.8,58,6-5-5-6,1:49.9,戸崎圭太,452(+2),晴,6.0,5.0,5.0,6.0
2026-07-19-01-10,202603020810,2026-07-19,福島,10,猪苗代特別,9,ヤマニンガラッシア,https://db.netkeiba.com/horse/2017101772/,2017101772,牡,9,58.0,木幡巧,,,15,2023/07/08,2福島3,猪苗代特別(2勝クラス),,7,10,芝2000,芝,2000,良,7.0,2,4.7,36.5,0.8,58,2-3-3-2,2:01.9,菅原明良,450(-2),曇,2.0,3.0,3.0,2.0
2026-07-19-01-10,202603020810,2026-07-19,福島,10,猪苗代特別,9,ヤマニンガラッシア,https://db.netkeiba.com/horse/2017101772/,2017101772,牡,9,58.0,木幡巧,,,16,2023/04/09,3中山6,鹿野山特別(2勝クラス),,6,6,芝2000,芝,2000,良,3.0,3,8.2,36.8,0.8,58,2-2-2-1,2:00.5,菅原明良,452(0),晴,2.0,2.0,2.0,1.0
2026-07-19-01-10,202603020810,2026-07-19,福島,10,猪苗代特別,9,ヤマニンガラッシア,https://db.netkeiba.com/horse/2017101772/,2017101772,牡,9,58.0,木幡巧,,,17,2023/02/25,2中山1,富里特別(2勝クラス),,7,8,芝1800,芝,1800,良,3.0,6,25.6,35.2,0.0,58,2-2-2-2,1:47.8,菅原明良,452(-4),曇,2.0,2.0,2.0,2.0
2026-07-19-01-10,202603020810,2026-07-19,福島,10,猪苗代特別,9,ヤマニンガラッシア,https://db.netkeiba.com/horse/2017101772/,2017101772,牡,9,58.0,木幡巧,,,18,2023/01/21,1中山7,東雲賞(2勝クラス),,8,9,芝1800,芝,1800,稍,7.0,4,9.0,35.8,0.4,56,5-4-5-4,1:49.3,戸崎圭太,456(+6),晴,5.0,4.0,5.0,4.0
2026-07-19-01-10,202603020810,2026-07-19,福島,10,猪苗代特別,9,ヤマニンガラッシア,https://db.netkeiba.com/horse/2017101772/,2017101772,牡,9,58.0,木幡巧,,,19,2022/11/27,5東京8,オリエンタル賞(2勝クラス),,3,5,芝2000,芝,2000,良,6.0,10,66.7,33.7,0.5,55,6-5-5,1:59.4,ギュイヨ,450(+2),晴,6.0,5.0,5.0,5.0
2026-07-19-01-10,202603020810,2026-07-19,福島,10,猪苗代特別,9,ヤマニンガラッシア,https://db.netkeiba.com/horse/2017101772/,2017101772,牡,9,58.0,木幡巧,,,20,2022/10/02,4中山9,茨城新聞杯(2勝クラス),,7,11,芝1800,芝,1800,良,3.0,6,17.4,35.0,0.5,57,6-6-6-4,1:48.6,岩田康誠,448(+2),晴,6.0,6.0,6.0,4.0
2026-07-19-01-10,202603020810,2026-07-19,福島,10,猪苗代特別,9,ヤマニンガラッシア,https://db.netkeiba.com/horse/2017101772/,2017101772,牡,9,58.0,木幡巧,,,21,2022/09/11,4中山2,白井特別(2勝クラス),,8,9,芝1800,芝,1800,良,4.0,7,40.6,34.5,0.5,57,9-9-9-8,1:48.3,岩田康誠,446(-2),晴,9.0,9.0,9.0,8.0
2026-07-19-01-10,202603020810,2026-07-19,福島,10,猪苗代特別,9,ヤマニンガラッシア,https://db.netkeiba.com/horse/2017101772/,2017101772,牡,9,58.0,木幡巧,,,22,2022/07/30,2新潟1,豊栄特別(2勝クラス),,7,13,芝1600,芝,1600,良,8.0,13,102.2,34.1,1.0,54,7-7,1:32.7,ホー,448(+2),晴,7.0,7.0,,7.0
2026-07-19-01-10,202603020810,2026-07-19,福島,10,猪苗代特別,9,ヤマニンガラッシア,https://db.netkeiba.com/horse/2017101772/,2017101772,牡,9,58.0,木幡巧,,,23,2022/07/09,2福島3,須賀川特別(1勝クラス),,4,4,芝1200,芝,1200,良,1.0,2,4.2,34.9,-0.1,57,5-4,1:09.2,戸崎圭太,446(-4),曇,5.0,4.0,,4.0
2026-07-19-01-10,202603020810,2026-07-19,福島,10,猪苗代特別,9,ヤマニンガラッシア,https://db.netkeiba.com/horse/2017101772/,2017101772,牡,9,58.0,木幡巧,,,24,2022/05/21,1新潟5,栃尾特別(1勝クラス),,8,13,芝1200,芝,1200,良,4.0,1,3.1,33.9,0.5,57,7-7,1:10.2,亀田温心,450(0),曇,7.0,7.0,,7.0
2026-07-19-01-10,202603020810,2026-07-19,福島,10,猪苗代特別,9,ヤマニンガラッシア,https://db.netkeiba.com/horse/2017101772/,2017101772,牡,9,58.0,木幡巧,,,25,2022/04/30,1福島5,浄土平特別(1勝クラス),,7,8,芝1200,芝,1200,稍,2.0,6,9.9,34.4,0.0,57,7-4,1:10.1,亀田温心,450(-2),晴,7.0,4.0,,4.0
2026-07-19-01-10,202603020810,2026-07-19,福島,10,猪苗代特別,9,ヤマニンガラッシア,https://db.netkeiba.com/horse/2017101772/,2017101772,牡,9,58.0,木幡巧,,,26,2022/01/23,1小倉4,八幡特別(1勝クラス),,3,5,芝1200,芝,1200,重,3.0,4,8.1,35.8,0.1,57,10-8,1:10.3,亀田温心,452(+6),雨,10.0,8.0,,8.0
2026-07-19-01-10,202603020810,2026-07-19,福島,10,猪苗代特別,9,ヤマニンガラッシア,https://db.netkeiba.com/horse/2017101772/,2017101772,牡,9,58.0,木幡巧,,,27,2021/11/13,2福島3,3歳以上1勝クラス,,7,13,芝1200,芝,1200,良,3.0,8,22.9,34.6,0.4,56,10-10,1:10.1,木幡育也,446(0),晴,10.0,10.0,,10.0
2026-07-19-01-10,202603020810,2026-07-19,福島,10,猪苗代特別,9,ヤマニンガラッシア,https://db.netkeiba.com/horse/2017101772/,2017101772,牡,9,58.0,木幡巧,,,28,2021/11/06,2福島1,飯坂温泉特別(1勝クラス),,2,3,芝1200,芝,1200,良,10.0,6,13.6,34.4,0.7,57,14-13,1:09.5,伊藤工真,446(-2),晴,14.0,13.0,,13.0
2026-07-19-01-10,202603020810,2026-07-19,福島,10,猪苗代特別,9,ヤマニンガラッシア,https://db.netkeiba.com/horse/2017101772/,2017101772,牡,9,58.0,木幡巧,,,29,2021/09/19,4中山4,3歳以上1勝クラス,,6,11,芝1200,芝,1200,良,4.0,12,47.5,34.5,0.4,57,10-10,1:08.7,津村明秀,448(0),晴,10.0,10.0,,10.0
2026-07-19-01-10,202603020810,2026-07-19,福島,10,猪苗代特別,9,ヤマニンガラッシア,https://db.netkeiba.com/horse/2017101772/,2017101772,牡,9,58.0,木幡巧,,,30,2021/07/04,1福島2,3歳以上1勝クラス,,8,16,芝1200,芝,1200,良,10.0,11,43.6,34.6,1.3,57,15-15,1:09.8,江田照男,448(+8),小雨,15.0,15.0,,15.0
2026-07-19-01-10,202603020810,2026-07-19,福島,10,猪苗代特別,9,ヤマニンガラッシア,https://db.netkeiba.com/horse/2017101772/,2017101772,牡,9,58.0,木幡巧,,,31,2021/05/09,2東京6,4歳以上1勝クラス,,4,8,芝1400,芝,1400,良,10.0,12,49.6,35.4,0.7,54,5-5,1:21.6,永野猛蔵,440(+6),晴,5.0,5.0,,5.0
2026-07-19-01-10,202603020810,2026-07-19,福島,10,猪苗代特別,9,ヤマニンガラッシア,https://db.netkeiba.com/horse/2017101772/,2017101772,牡,9,58.0,木幡巧,,,32,2021/03/27,2中京5,4歳以上1勝クラス,,2,3,芝1400,芝,1400,良,12.0,12,73.5,36.3,0.8,57,6-6,1:22.2,菱田裕二,434(-10),晴,6.0,6.0,,6.0
2026-07-19-01-10,202603020810,2026-07-19,福島,10,猪苗代特別,9,ヤマニンガラッシア,https://db.netkeiba.com/horse/2017101772/,2017101772,牡,9,58.0,木幡巧,,,33,2020/12/08,水沢,C2四組,,1,1,ダ1400,ダ,1400,稍,1.0,2,4.1,39.2,-0.1,56,1-1-1-1,1:29.8,山本聡哉,444(-3),曇,1.0,1.0,1.0,1.0
2026-07-19-01-10,202603020810,2026-07-19,福島,10,猪苗代特別,9,ヤマニンガラッシア,https://db.netkeiba.com/horse/2017101772/,2017101772,牡,9,58.0,木幡巧,,,34,2020/11/30,水沢,C2四組,,2,2,ダ1400,ダ,1400,重,4.0,2,3.0,40.9,1.1,56,1-1-1-1,1:30.7,山本聡哉,447(-2),晴,1.0,1.0,1.0,1.0
