dataset,horse_id,history_index,column,legacy_value,pi_value,diff_abs,diff_pct,cause,join_key
horse_history_raw,2017101772,38.0,odds_today,24.8,,,,netkeiba_spec_difference,2017101772|20200822|3歳未勝利
horse_history_raw,2017101772,38.0,popularity_today,6.0,,,,netkeiba_spec_difference,2017101772|20200822|3歳未勝利
horse_history_raw,2017101772,39.0,odds_today,24.8,,,,netkeiba_spec_difference,2017101772|20200718|3歳未勝利
horse_history_raw,2017101772,39.0,popularity_today,6.0,,,,netkeiba_spec_difference,2017101772|20200718|3歳未勝利
horse_history_raw,2017101772,40.0,odds_today,24.8,,,,netkeiba_spec_difference,2017101772|20200411|3歳未勝利
horse_history_raw,2017101772,40.0,popularity_today,6.0,,,,netkeiba_spec_difference,2017101772|20200411|3歳未勝利
horse_history_raw,2021105375,0.0,odds_today,25.4,,,,netkeiba_spec_difference,2021105375|20260719|猪苗代特別(2勝クラス)
horse_history_raw,2021105375,0.0,popularity_today,7.0,,,,netkeiba_spec_difference,2021105375|20260719|猪苗代特別(2勝クラス)
horse_history_raw,2021105375,1.0,odds_today,25.4,,,,netkeiba_spec_difference,2021105375|20260517|信濃川特別(2勝クラス)
horse_history_raw,2021105375,1.0,popularity_today,7.0,,,,netkeiba_spec_difference,2021105375|20260517|信濃川特別(2勝クラス)
horse_history_raw,2021105375,2.0,odds_today,25.4,,,,netkeiba_spec_difference,2021105375|20260301|富里特別(2勝クラス)
horse_history_raw,2021105375,2.0,popularity_today,7.0,,,,netkeiba_spec_difference,2021105375|20260301|富里特別(2勝クラス)
horse_history_raw,2021105375,3.0,odds_today,25.4,,,,netkeiba_spec_difference,2021105375|20260201|4歳以上2勝クラス
horse_history_raw,2021105375,3.0,popularity_today,7.0,,,,netkeiba_spec_difference,2021105375|20260201|4歳以上2勝クラス
horse_history_raw,2021105375,4.0,odds_today,25.4,,,,netkeiba_spec_difference,2021105375|20251221|名古屋日刊スポーツ杯(2勝クラス)
horse_history_raw,2021105375,4.0,popularity_today,7.0,,,,netkeiba_spec_difference,2021105375|20251221|名古屋日刊スポーツ杯(2勝クラス)
horse_history_raw,2021105375,5.0,odds_today,25.4,,,,netkeiba_spec_difference,2021105375|20251026|村上特別(2勝クラス)
horse_history_raw,2021105375,5.0,popularity_today,7.0,,,,netkeiba_spec_difference,2021105375|20251026|村上特別(2勝クラス)
horse_history_raw,2021105375,6.0,odds_today,25.4,,,,netkeiba_spec_difference,2021105375|20251004|八ヶ岳特別(2勝クラス)
horse_history_raw,2021105375,6.0,popularity_today,7.0,,,,netkeiba_spec_difference,2021105375|20251004|八ヶ岳特別(2勝クラス)
horse_history_raw,2021105375,7.0,odds_today,25.4,,,,netkeiba_spec_difference,2021105375|20250830|札幌日刊スポーツ杯(2勝クラス)
horse_history_raw,2021105375,7.0,popularity_today,7.0,,,,netkeiba_spec_difference,2021105375|20250830|札幌日刊スポーツ杯(2勝クラス)
horse_history_raw,2021105375,8.0,odds_today,25.4,,,,netkeiba_spec_difference,2021105375|20250628|洞爺湖特別(2勝クラス)
horse_history_raw,2021105375,8.0,popularity_today,7.0,,,,netkeiba_spec_difference,2021105375|20250628|洞爺湖特別(2勝クラス)
horse_history_raw,2021105375,9.0,odds_today,25.4,,,,netkeiba_spec_difference,2021105375|20250518|信濃川特別(2勝クラス)
horse_history_raw,2021105375,9.0,popularity_today,7.0,,,,netkeiba_spec_difference,2021105375|20250518|信濃川特別(2勝クラス)
horse_history_raw,2021105375,10.0,odds_today,25.4,,,,netkeiba_spec_difference,2021105375|20250413|4歳以上1勝クラス
horse_history_raw,2021105375,10.0,popularity_today,7.0,,,,netkeiba_spec_difference,2021105375|20250413|4歳以上1勝クラス
horse_history_raw,2021105375,11.0,odds_today,25.4,,,,netkeiba_spec_difference,2021105375|20250223|4歳以上1勝クラス
horse_history_raw,2021105375,11.0,popularity_today,7.0,,,,netkeiba_spec_difference,2021105375|20250223|4歳以上1勝クラス
horse_history_raw,2021105375,12.0,odds_today,25.4,,,,netkeiba_spec_difference,2021105375|20250201|4歳以上1勝クラス
horse_history_raw,2021105375,12.0,popularity_today,7.0,,,,netkeiba_spec_difference,2021105375|20250201|4歳以上1勝クラス
horse_history_raw,2021105375,13.0,odds_today,25.4,,,,netkeiba_spec_difference,2021105375|20241228|3歳以上1勝クラス
horse_history_raw,2021105375,13.0,popularity_today,7.0,,,,netkeiba_spec_difference,2021105375|20241228|3歳以上1勝クラス
horse_history_raw,2021105375,14.0,odds_today,25.4,,,,netkeiba_spec_difference,2021105375|20241207|3歳以上1勝クラス
horse_history_raw,2021105375,14.0,popularity_today,7.0,,,,netkeiba_spec_difference,2021105375|20241207|3歳以上1勝クラス
horse_history_raw,2021105375,15.0,odds_today,25.4,,,,netkeiba_spec_difference,2021105375|20240831|瓢湖特別(1勝クラス)
horse_history_raw,2021105375,15.0,popularity_today,7.0,,,,netkeiba_spec_difference,2021105375|20240831|瓢湖特別(1勝クラス)
horse_history_raw,2021105375,16.0,odds_today,25.4,,,,netkeiba_spec_difference,2021105375|20240615|3歳以上1勝クラス
horse_history_raw,2021105375,16.0,popularity_today,7.0,,,,netkeiba_spec_difference,2021105375|20240615|3歳以上1勝クラス
horse_history_raw,2021105375,17.0,odds_today,25.4,,,,netkeiba_spec_difference,2021105375|20240512|3歳1勝クラス
horse_history_raw,2021105375,17.0,popularity_today,7.0,,,,netkeiba_spec_difference,2021105375|20240512|3歳1勝クラス
horse_history_raw,2021105375,18.0,odds_today,25.4,,,,netkeiba_spec_difference,2021105375|20240217|フリージア賞(1勝クラス)
horse_history_raw,2021105375,18.0,popularity_today,7.0,,,,netkeiba_spec_difference,2021105375|20240217|フリージア賞(1勝クラス)
horse_history_raw,2021105375,19.0,odds_today,25.4,,,,netkeiba_spec_difference,2021105375|20240114|京成杯(GIII)
horse_history_raw,2021105375,19.0,popularity_today,7.0,,,,netkeiba_spec_difference,2021105375|20240114|京成杯(GIII)
horse_history_raw,2021105375,20.0,odds_today,25.4,,,,netkeiba_spec_difference,2021105375|20231111|2歳新馬
horse_history_raw,2021105375,20.0,popularity_today,7.0,,,,netkeiba_spec_difference,2021105375|20231111|2歳新馬
horse_history_raw,2022102532,0.0,odds_today,188.1,,,,netkeiba_spec_difference,2022102532|20260719|猪苗代特別(2勝クラス)
horse_history_raw,2022102532,0.0,popularity_today,12.0,,,,netkeiba_spec_difference,2022102532|20260719|猪苗代特別(2勝クラス)
horse_history_raw,2022102532,1.0,odds_today,188.1,,,,netkeiba_spec_difference,2022102532|20260705|白河特別(2勝クラス)
horse_history_raw,2022102532,1.0,popularity_today,12.0,,,,netkeiba_spec_difference,2022102532|20260705|白河特別(2勝クラス)
horse_history_raw,2022102532,2.0,odds_today,188.1,,,,netkeiba_spec_difference,2022102532|20260614|逆瀬川特別(2勝クラス)
horse_history_raw,2022102532,2.0,popularity_today,12.0,,,,netkeiba_spec_difference,2022102532|20260614|逆瀬川特別(2勝クラス)
horse_history_raw,2022102532,3.0,odds_today,188.1,,,,netkeiba_spec_difference,2022102532|20260530|葉山特別(2勝クラス)
horse_history_raw,2022102532,3.0,popularity_today,12.0,,,,netkeiba_spec_difference,2022102532|20260530|葉山特別(2勝クラス)
horse_history_raw,2022102532,4.0,odds_today,188.1,,,,netkeiba_spec_difference,2022102532|20260307|千里山特別(2勝クラス)
horse_history_raw,2022102532,4.0,popularity_today,12.0,,,,netkeiba_spec_difference,2022102532|20260307|千里山特別(2勝クラス)
horse_history_raw,2022102532,5.0,odds_today,188.1,,,,netkeiba_spec_difference,2022102532|20260111|初咲賞(2勝クラス)
horse_history_raw,2022102532,5.0,popularity_today,12.0,,,,netkeiba_spec_difference,2022102532|20260111|初咲賞(2勝クラス)
horse_history_raw,2022102532,6.0,odds_today,188.1,,,,netkeiba_spec_difference,2022102532|20251227|3歳以上2勝クラス
horse_history_raw,2022102532,6.0,popularity_today,12.0,,,,netkeiba_spec_difference,2022102532|20251227|3歳以上2勝クラス
horse_history_raw,2022102532,7.0,odds_today,188.1,,,,netkeiba_spec_difference,2022102532|20251214|一宮特別(2勝クラス)
horse_history_raw,2022102532,7.0,popularity_today,12.0,,,,netkeiba_spec_difference,2022102532|20251214|一宮特別(2勝クラス)
horse_history_raw,2022102532,8.0,odds_today,188.1,,,,netkeiba_spec_difference,2022102532|20251106|堅守猛攻特別(B2B3)
horse_history_raw,2022102532,8.0,popularity_today,12.0,,,,netkeiba_spec_difference,2022102532|20251106|堅守猛攻特別(B2B3)
horse_history_raw,2022102532,9.0,odds_today,188.1,,,,netkeiba_spec_difference,2022102532|20251003|次開催は15年ぶりJ(B3)
horse_history_raw,2022102532,9.0,popularity_today,12.0,,,,netkeiba_spec_difference,2022102532|20251003|次開催は15年ぶりJ(B3)
horse_history_raw,2022102532,10.0,odds_today,188.1,,,,netkeiba_spec_difference,2022102532|20250926|紅葉月特別(B2B3)
horse_history_raw,2022102532,10.0,popularity_today,12.0,,,,netkeiba_spec_difference,2022102532|20250926|紅葉月特別(B2B3)
horse_history_raw,2022102532,11.0,odds_today,188.1,,,,netkeiba_spec_difference,2022102532|20250828|アレキサンドライトカ(OP)(3歳)
horse_history_raw,2022102532,11.0,popularity_today,12.0,,,,netkeiba_spec_difference,2022102532|20250828|アレキサンドライトカ(OP)(3歳)
horse_history_raw,2022102532,12.0,odds_today,188.1,,,,netkeiba_spec_difference,2022102532|20250509|たんぽぽ特別(3歳)
horse_history_raw,2022102532,12.0,popularity_today,12.0,,,,netkeiba_spec_difference,2022102532|20250509|たんぽぽ特別(3歳)
horse_history_raw,2022102532,13.0,odds_today,188.1,,,,netkeiba_spec_difference,2022102532|20250422|’25アヴニール賞(OP)(3歳)
horse_history_raw,2022102532,13.0,popularity_today,12.0,,,,netkeiba_spec_difference,2022102532|20250422|’25アヴニール賞(OP)(3歳)
horse_history_raw,2022102532,14.0,odds_today,188.1,,,,netkeiba_spec_difference,2022102532|20250401|チューリップ特別(3歳)
horse_history_raw,2022102532,14.0,popularity_today,12.0,,,,netkeiba_spec_difference,2022102532|20250401|チューリップ特別(3歳)
horse_history_raw,2022102532,15.0,odds_today,188.1,,,,netkeiba_spec_difference,2022102532|20250211|船橋フューチュリティ(3歳)
horse_history_raw,2022102532,15.0,popularity_today,12.0,,,,netkeiba_spec_difference,2022102532|20250211|船橋フューチュリティ(3歳)
horse_history_raw,2022102532,16.0,odds_today,188.1,,,,netkeiba_spec_difference,2022102532|20250121|メアリー賞(3歳)
horse_history_raw,2022102532,16.0,popularity_today,12.0,,,,netkeiba_spec_difference,2022102532|20250121|メアリー賞(3歳)
horse_history_raw,2022102532,17.0,odds_today,188.1,,,,netkeiba_spec_difference,2022102532|20241217|クラーベセクレタ・メ(2歳)
horse_history_raw,2022102532,17.0,popularity_today,12.0,,,,netkeiba_spec_difference,2022102532|20241217|クラーベセクレタ・メ(2歳)
horse_history_raw,2022102532,18.0,odds_today,188.1,,,,netkeiba_spec_difference,2022102532|20241126|プルザトリガー・メモ(2歳)
horse_history_raw,2022102532,18.0,popularity_today,12.0,,,,netkeiba_spec_difference,2022102532|20241126|プルザトリガー・メモ(2歳)
horse_history_raw,2022102532,19.0,odds_today,188.1,,,,netkeiba_spec_difference,2022102532|20240920|新生特別(2歳)
horse_history_raw,2022102532,19.0,popularity_today,12.0,,,,netkeiba_spec_difference,2022102532|20240920|新生特別(2歳)
horse_history_raw,2022102532,20.0,odds_today,188.1,,,,netkeiba_spec_difference,2022102532|20240826|リバーサイドアイドル(2歳)
horse_history_raw,2022102532,20.0,popularity_today,12.0,,,,netkeiba_spec_difference,2022102532|20240826|リバーサイドアイドル(2歳)
horse_history_raw,2022102532,21.0,odds_today,188.1,,,,netkeiba_spec_difference,2022102532|20240719|2歳三
horse_history_raw,2022102532,21.0,popularity_today,12.0,,,,netkeiba_spec_difference,2022102532|20240719|2歳三
horse_history_raw,2022102532,22.0,odds_today,188.1,,,,netkeiba_spec_difference,2022102532|20240630|アジサイデビュー(2歳)
horse_history_raw,2022102532,22.0,popularity_today,12.0,,,,netkeiba_spec_difference,2022102532|20240630|アジサイデビュー(2歳)
horse_history_raw,2022103405,0.0,odds_today,79.0,,,,netkeiba_spec_difference,2022103405|20260719|猪苗代特別(2勝クラス)
horse_history_raw,2022103405,0.0,popularity_today,11.0,,,,netkeiba_spec_difference,2022103405|20260719|猪苗代特別(2勝クラス)
horse_history_raw,2022103405,1.0,odds_today,79.0,,,,netkeiba_spec_difference,2022103405|20260705|白河特別(2勝クラス)
horse_history_raw,2022103405,1.0,popularity_today,11.0,,,,netkeiba_spec_difference,2022103405|20260705|白河特別(2勝クラス)
horse_history_raw,2022103405,2.0,odds_today,79.0,,,,netkeiba_spec_difference,2022103405|20260225|梅見月特別(B3)
horse_history_raw,2022103405,2.0,popularity_today,11.0,,,,netkeiba_spec_difference,2022103405|20260225|梅見月特別(B3)
horse_history_raw,2022103405,3.0,odds_today,79.0,,,,netkeiba_spec_difference,2022103405|20260209|アメジスト特別(B3)
horse_history_raw,2022103405,3.0,popularity_today,11.0,,,,netkeiba_spec_difference,2022103405|20260209|アメジスト特別(B3)
horse_history_raw,2022103405,4.0,odds_today,79.0,,,,netkeiba_spec_difference,2022103405|20260119|初夢特別(B3)
horse_history_raw,2022103405,4.0,popularity_today,11.0,,,,netkeiba_spec_difference,2022103405|20260119|初夢特別(B3)
horse_history_raw,2022103405,5.0,odds_today,79.0,,,,netkeiba_spec_difference,2022103405|20251208|柊特別(B3)
horse_history_raw,2022103405,5.0,popularity_today,11.0,,,,netkeiba_spec_difference,2022103405|20251208|柊特別(B3)
horse_history_raw,2022103405,6.0,odds_today,79.0,,,,netkeiba_spec_difference,2022103405|20250828|勇魚特別(B3)
horse_history_raw,2022103405,6.0,popularity_today,11.0,,,,netkeiba_spec_difference,2022103405|20250828|勇魚特別(B3)
horse_history_raw,2022103405,7.0,odds_today,79.0,,,,netkeiba_spec_difference,2022103405|20250730|ナティビット特別(3歳C1)
horse_history_raw,2022103405,7.0,popularity_today,11.0,,,,netkeiba_spec_difference,2022103405|20250730|ナティビット特別(3歳C1)
horse_history_raw,2022103405,8.0,odds_today,79.0,,,,netkeiba_spec_difference,2022103405|20250705|麻綿原特別(3歳)
horse_history_raw,2022103405,8.0,popularity_today,11.0,,,,netkeiba_spec_difference,2022103405|20250705|麻綿原特別(3歳)
horse_history_raw,2022103405,9.0,odds_today,79.0,,,,netkeiba_spec_difference,2022103405|20250618|青葉木菟特別(3歳)
horse_history_raw,2022103405,9.0,popularity_today,11.0,,,,netkeiba_spec_difference,2022103405|20250618|青葉木菟特別(3歳)
horse_history_raw,2022103405,10.0,odds_today,79.0,,,,netkeiba_spec_difference,2022103405|20250604|手賀沼特別(3歳)
horse_history_raw,2022103405,10.0,popularity_today,11.0,,,,netkeiba_spec_difference,2022103405|20250604|手賀沼特別(3歳)
horse_history_raw,2022103405,11.0,odds_today,79.0,,,,netkeiba_spec_difference,2022103405|20250513|大瑠璃賞(3歳)
horse_history_raw,2022103405,11.0,popularity_today,11.0,,,,netkeiba_spec_difference,2022103405|20250513|大瑠璃賞(3歳)
horse_history_raw,2022103405,12.0,odds_today,79.0,,,,netkeiba_spec_difference,2022103405|20250312|花見月特別(3歳)
horse_history_raw,2022103405,12.0,popularity_today,11.0,,,,netkeiba_spec_difference,2022103405|20250312|花見月特別(3歳)
horse_history_raw,2022103405,13.0,odds_today,79.0,,,,netkeiba_spec_difference,2022103405|20250225|3歳三
horse_history_raw,2022103405,13.0,popularity_today,11.0,,,,netkeiba_spec_difference,2022103405|20250225|3歳三
horse_history_raw,2022103405,14.0,odds_today,79.0,,,,netkeiba_spec_difference,2022103405|20241028|サンストーン特別(2歳)
horse_history_raw,2022103405,14.0,popularity_today,11.0,,,,netkeiba_spec_difference,2022103405|20241028|サンストーン特別(2歳)
horse_history_raw,2022103405,15.0,odds_today,79.0,,,,netkeiba_spec_difference,2022103405|20240923|2歳 二組下
horse_history_raw,2022103405,15.0,popularity_today,11.0,,,,netkeiba_spec_difference,2022103405|20240923|2歳 二組下
horse_history_raw,2022103405,16.0,odds_today,79.0,,,,netkeiba_spec_difference,2022103405|20240830|ハイビスカスデビュー(2歳)
horse_history_raw,2022103405,16.0,popularity_today,11.0,,,,netkeiba_spec_difference,2022103405|20240830|ハイビスカスデビュー(2歳)
horse_history_raw,2022103522,0.0,odds_today,14.3,,,,netkeiba_spec_difference,2022103522|20260719|猪苗代特別(2勝クラス)
horse_history_raw,2022103522,0.0,popularity_today,5.0,,,,netkeiba_spec_difference,2022103522|20260719|猪苗代特別(2勝クラス)
horse_history_raw,2022103522,1.0,odds_today,14.3,,,,netkeiba_spec_difference,2022103522|20260517|信濃川特別(2勝クラス)
horse_history_raw,2022103522,1.0,popularity_today,5.0,,,,netkeiba_spec_difference,2022103522|20260517|信濃川特別(2勝クラス)
horse_history_raw,2022103522,2.0,odds_today,14.3,,,,netkeiba_spec_difference,2022103522|20260426|比良山特別(2勝クラス)
horse_history_raw,2022103522,2.0,popularity_today,5.0,,,,netkeiba_spec_difference,2022103522|20260426|比良山特別(2勝クラス)
horse_history_raw,2022103522,3.0,odds_today,14.3,,,,netkeiba_spec_difference,2022103522|20260328|TAインディア賞(2勝クラス)
horse_history_raw,2022103522,3.0,popularity_today,5.0,,,,netkeiba_spec_difference,2022103522|20260328|TAインディア賞(2勝クラス)
horse_history_raw,2022103522,4.0,odds_today,14.3,,,,netkeiba_spec_difference,2022103522|20260314|茶臼山高原特別(2勝クラス)
horse_history_raw,2022103522,4.0,popularity_today,5.0,,,,netkeiba_spec_difference,2022103522|20260314|茶臼山高原特別(2勝クラス)
horse_history_raw,2022103522,5.0,odds_today,14.3,,,,netkeiba_spec_difference,2022103522|20260105|初日の出賞(2勝クラス)
horse_history_raw,2022103522,5.0,popularity_today,5.0,,,,netkeiba_spec_difference,2022103522|20260105|初日の出賞(2勝クラス)
horse_history_raw,2022103522,6.0,odds_today,14.3,,,,netkeiba_spec_difference,2022103522|20251214|一宮特別(2勝クラス)
horse_history_raw,2022103522,6.0,popularity_today,5.0,,,,netkeiba_spec_difference,2022103522|20251214|一宮特別(2勝クラス)
horse_history_raw,2022103522,7.0,odds_today,14.3,,,,netkeiba_spec_difference,2022103522|20251108|三春駒特別(1勝クラス)
horse_history_raw,2022103522,7.0,popularity_today,5.0,,,,netkeiba_spec_difference,2022103522|20251108|三春駒特別(1勝クラス)
horse_history_raw,2022103522,8.0,odds_today,14.3,,,,netkeiba_spec_difference,2022103522|20251018|岩船特別(1勝クラス)
horse_history_raw,2022103522,8.0,popularity_today,5.0,,,,netkeiba_spec_difference,2022103522|20251018|岩船特別(1勝クラス)
horse_history_raw,2022103522,9.0,odds_today,14.3,,,,netkeiba_spec_difference,2022103522|20250831|瓢湖特別(1勝クラス)
horse_history_raw,2022103522,9.0,popularity_today,5.0,,,,netkeiba_spec_difference,2022103522|20250831|瓢湖特別(1勝クラス)
horse_history_raw,2022103522,10.0,odds_today,14.3,,,,netkeiba_spec_difference,2022103522|20250803|燕特別(1勝クラス)
horse_history_raw,2022103522,10.0,popularity_today,5.0,,,,netkeiba_spec_difference,2022103522|20250803|燕特別(1勝クラス)
horse_history_raw,2022103522,11.0,odds_today,14.3,,,,netkeiba_spec_difference,2022103522|20250705|伊達特別(1勝クラス)
horse_history_raw,2022103522,11.0,popularity_today,5.0,,,,netkeiba_spec_difference,2022103522|20250705|伊達特別(1勝クラス)
horse_history_raw,2022103522,12.0,odds_today,14.3,,,,netkeiba_spec_difference,2022103522|20250419|ひめさゆり賞(1勝クラス)
horse_history_raw,2022103522,12.0,popularity_today,5.0,,,,netkeiba_spec_difference,2022103522|20250419|ひめさゆり賞(1勝クラス)
horse_history_raw,2022103522,13.0,odds_today,14.3,,,,netkeiba_spec_difference,2022103522|20250412|山藤賞(1勝クラス)
horse_history_raw,2022103522,13.0,popularity_today,5.0,,,,netkeiba_spec_difference,2022103522|20250412|山藤賞(1勝クラス)
horse_history_raw,2022103522,14.0,odds_today,14.3,,,,netkeiba_spec_difference,2022103522|20250323|3歳1勝クラス
horse_history_raw,2022103522,14.0,popularity_today,5.0,,,,netkeiba_spec_difference,2022103522|20250323|3歳1勝クラス
horse_history_raw,2022103522,15.0,odds_today,14.3,,,,netkeiba_spec_difference,2022103522|20241110|2歳未勝利
horse_history_raw,2022103522,15.0,popularity_today,5.0,,,,netkeiba_spec_difference,2022103522|20241110|2歳未勝利
horse_history_raw,2022103522,16.0,odds_today,14.3,,,,netkeiba_spec_difference,2022103522|20240928|2歳未勝利
horse_history_raw,2022103522,16.0,popularity_today,5.0,,,,netkeiba_spec_difference,2022103522|20240928|2歳未勝利
horse_history_raw,2022103522,17.0,odds_today,14.3,,,,netkeiba_spec_difference,2022103522|20240915|2歳未勝利
horse_history_raw,2022103522,17.0,popularity_today,5.0,,,,netkeiba_spec_difference,2022103522|20240915|2歳未勝利
horse_history_raw,2022103522,18.0,odds_today,14.3,,,,netkeiba_spec_difference,2022103522|20240901|2歳未勝利
horse_history_raw,2022103522,18.0,popularity_today,5.0,,,,netkeiba_spec_difference,2022103522|20240901|2歳未勝利
horse_history_raw,2022103522,19.0,odds_today,14.3,,,,netkeiba_spec_difference,2022103522|20240720|2歳未勝利
horse_history_raw,2022103522,19.0,popularity_today,5.0,,,,netkeiba_spec_difference,2022103522|20240720|2歳未勝利
horse_history_raw,2022103522,20.0,odds_today,14.3,,,,netkeiba_spec_difference,2022103522|20240706|2歳新馬
horse_history_raw,2022103522,20.0,popularity_today,5.0,,,,netkeiba_spec_difference,2022103522|20240706|2歳新馬
horse_history_raw,2022104669,0.0,odds_today,5.7,,,,netkeiba_spec_difference,2022104669|20260719|猪苗代特別(2勝クラス)
horse_history_raw,2022104669,0.0,popularity_today,4.0,,,,netkeiba_spec_difference,2022104669|20260719|猪苗代特別(2勝クラス)
horse_history_raw,2022104669,1.0,odds_today,5.7,,,,netkeiba_spec_difference,2022104669|20260509|鴨川特別(2勝クラス)
horse_history_raw,2022104669,1.0,popularity_today,4.0,,,,netkeiba_spec_difference,2022104669|20260509|鴨川特別(2勝クラス)
horse_history_raw,2022104669,2.0,odds_today,5.7,,,,netkeiba_spec_difference,2022104669|20260228|別府特別(2勝クラス)
horse_history_raw,2022104669,2.0,popularity_today,4.0,,,,netkeiba_spec_difference,2022104669|20260228|別府特別(2勝クラス)
horse_history_raw,2022104669,3.0,odds_today,5.7,,,,netkeiba_spec_difference,2022104669|20260201|4歳以上1勝クラス
horse_history_raw,2022104669,3.0,popularity_today,4.0,,,,netkeiba_spec_difference,2022104669|20260201|4歳以上1勝クラス
horse_history_raw,2022104669,4.0,odds_today,5.7,,,,netkeiba_spec_difference,2022104669|20251221|3歳以上1勝クラス
horse_history_raw,2022104669,4.0,popularity_today,4.0,,,,netkeiba_spec_difference,2022104669|20251221|3歳以上1勝クラス
horse_history_raw,2022104669,5.0,odds_today,5.7,,,,netkeiba_spec_difference,2022104669|20250810|3歳未勝利
horse_history_raw,2022104669,5.0,popularity_today,4.0,,,,netkeiba_spec_difference,2022104669|20250810|3歳未勝利
horse_history_raw,2022104669,6.0,odds_today,5.7,,,,netkeiba_spec_difference,2022104669|20250720|3歳未勝利
horse_history_raw,2022104669,6.0,popularity_today,4.0,,,,netkeiba_spec_difference,2022104669|20250720|3歳未勝利
horse_history_raw,2022104669,7.0,odds_today,5.7,,,,netkeiba_spec_difference,2022104669|20250628|3歳未勝利
horse_history_raw,2022104669,7.0,popularity_today,4.0,,,,netkeiba_spec_difference,2022104669|20250628|3歳未勝利
horse_history_raw,2022104669,8.0,odds_today,5.7,,,,netkeiba_spec_difference,2022104669|20250302|3歳未勝利
horse_history_raw,2022104669,8.0,popularity_today,4.0,,,,netkeiba_spec_difference,2022104669|20250302|3歳未勝利
horse_history_raw,2022104669,9.0,odds_today,5.7,,,,netkeiba_spec_difference,2022104669|20241215|2歳新馬
horse_history_raw,2022104669,9.0,popularity_today,4.0,,,,netkeiba_spec_difference,2022104669|20241215|2歳新馬
horse_history_raw,2022104781,0.0,odds_today,43.7,,,,netkeiba_spec_difference,2022104781|20260719|猪苗代特別(2勝クラス)
horse_history_raw,2022104781,0.0,popularity_today,10.0,,,,netkeiba_spec_difference,2022104781|20260719|猪苗代特別(2勝クラス)
horse_history_raw,2022104781,1.0,odds_today,43.7,,,,netkeiba_spec_difference,2022104781|20260523|4歳以上2勝クラス
horse_history_raw,2022104781,1.0,popularity_today,10.0,,,,netkeiba_spec_difference,2022104781|20260523|4歳以上2勝クラス
horse_history_raw,2022104781,2.0,odds_today,43.7,,,,netkeiba_spec_difference,2022104781|20260314|房総特別(2勝クラス)
horse_history_raw,2022104781,2.0,popularity_today,10.0,,,,netkeiba_spec_difference,2022104781|20260314|房総特別(2勝クラス)
horse_history_raw,2022104781,3.0,odds_today,43.7,,,,netkeiba_spec_difference,2022104781|20260301|富里特別(2勝クラス)
horse_history_raw,2022104781,3.0,popularity_today,10.0,,,,netkeiba_spec_difference,2022104781|20260301|富里特別(2勝クラス)
horse_history_raw,2022104781,4.0,odds_today,43.7,,,,netkeiba_spec_difference,2022104781|20251122|3歳以上2勝クラス
horse_history_raw,2022104781,4.0,popularity_today,10.0,,,,netkeiba_spec_difference,2022104781|20251122|3歳以上2勝クラス
horse_history_raw,2022104781,5.0,odds_today,43.7,,,,netkeiba_spec_difference,2022104781|20251018|3歳以上2勝クラス
horse_history_raw,2022104781,5.0,popularity_today,10.0,,,,netkeiba_spec_difference,2022104781|20251018|3歳以上2勝クラス
horse_history_raw,2022104781,6.0,odds_today,43.7,,,,netkeiba_spec_difference,2022104781|20250525|優駿牝馬(GI)
horse_history_raw,2022104781,6.0,popularity_today,10.0,,,,netkeiba_spec_difference,2022104781|20250525|優駿牝馬(GI)
horse_history_raw,2022104781,7.0,odds_today,43.7,,,,netkeiba_spec_difference,2022104781|20250427|サンスポ賞フローラS(GII)
horse_history_raw,2022104781,7.0,popularity_today,10.0,,,,netkeiba_spec_difference,2022104781|20250427|サンスポ賞フローラS(GII)
horse_history_raw,2022104781,8.0,odds_today,43.7,,,,netkeiba_spec_difference,2022104781|20250322|フラワーC(GIII)
horse_history_raw,2022104781,8.0,popularity_today,10.0,,,,netkeiba_spec_difference,2022104781|20250322|フラワーC(GIII)
horse_history_raw,2022104781,9.0,odds_today,43.7,,,,netkeiba_spec_difference,2022104781|20250106|3歳1勝クラス
horse_history_raw,2022104781,9.0,popularity_today,10.0,,,,netkeiba_spec_difference,2022104781|20250106|3歳1勝クラス
horse_history_raw,2022104781,10.0,odds_today,43.7,,,,netkeiba_spec_difference,2022104781|20240929|サフラン賞(1勝クラス)
horse_history_raw,2022104781,10.0,popularity_today,10.0,,,,netkeiba_spec_difference,2022104781|20240929|サフラン賞(1勝クラス)
horse_history_raw,2022104781,11.0,odds_today,43.7,,,,netkeiba_spec_difference,2022104781|20240825|2歳新馬
horse_history_raw,2022104781,11.0,popularity_today,10.0,,,,netkeiba_spec_difference,2022104781|20240825|2歳新馬
horse_history_raw,2022106772,0.0,odds_today,42.0,,,,netkeiba_spec_difference,2022106772|20260719|猪苗代特別(2勝クラス)
horse_history_raw,2022106772,0.0,popularity_today,9.0,,,,netkeiba_spec_difference,2022106772|20260719|猪苗代特別(2勝クラス)
horse_history_raw,2022106772,1.0,odds_today,42.0,,,,netkeiba_spec_difference,2022106772|20260705|白河特別(2勝クラス)
horse_history_raw,2022106772,1.0,popularity_today,9.0,,,,netkeiba_spec_difference,2022106772|20260705|白河特別(2勝クラス)
horse_history_raw,2022106772,2.0,odds_today,42.0,,,,netkeiba_spec_difference,2022106772|20260215|春日特別(2勝クラス)
